,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
535,rakshasa,https://www.aidedd.org/dnd/monstres.php?vo=rakshasa,13,fiend,Medium,16,110,,lawful evil,,Monster Manual (SRD),14.0,17.0,18.0,13.0,16.0,20.0
536,rat,https://www.aidedd.org/dnd/monstres.php?vo=rat,0,beast,Tiny,10,1,,unaligned,,Monster Manual (SRD),2.0,11.0,9.0,2.0,10.0,4.0
537,raven,https://www.aidedd.org/dnd/monstres.php?vo=raven,0,beast,Tiny,12,1,fly,unaligned,,Monster Manual (SRD),2.0,14.0,8.0,2.0,12.0,6.0
538,reaper-of-bhaal,,2,humanoid (human),Medium,15,27,,chaotic evil,,Adventures (Descent into Avernus),,,,,,
539,red-abishai,,19,fiend (devil),Medium,22,255,fly,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
540,red-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=red-dragon-wyrmling,4,dragon,Medium,17,75,fly,chaotic evil,,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
541,red-slaad,,5,aberration,Large,14,93,,chaotic neutral,,Monster Manual,,,,,,
542,redcap,,3,fey,Small,13,45,,chaotic evil,,Volo's Guide to Monsters,,,,,,
543,reef-manta-ray,https://www.aidedd.org/dnd/monstres.php?vo=reef-manta-ray,1/2,beast,Large,12,16,swim,unaligned,,Extra (AideDD),13.0,12.0,12.0,1.0,12.0,4.0
544,reef-shark,https://www.aidedd.org/dnd/monstres.php?vo=reef-shark,1/2,beast,Medium,12,22,swim,unaligned,,Monster Manual (SRD),14.0,13.0,13.0,1.0,10.0,4.0
545,remorhaz,https://www.aidedd.org/dnd/monstres.php?vo=remorhaz,11,monstrosity,Huge,17,195,,unaligned,,Monster Manual (SRD),24.0,13.0,21.0,4.0,10.0,5.0
546,retriever,,14,construct,Large,19,210,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
547,revenant,https://www.aidedd.org/dnd/monstres.php?vo=revenant,5,undead,Medium,13,136,,neutral,,Monster Manual (BR),18.0,14.0,18.0,13.0,16.0,18.0
548,rhinoceros,https://www.aidedd.org/dnd/monstres.php?vo=rhinoceros,2,beast,Large,11,45,,unaligned,,Monster Manual (SRD),21.0,8.0,15.0,2.0,12.0,6.0
549,riding-horse,https://www.aidedd.org/dnd/monstres.php?vo=riding-horse,1/4,beast,Large,10,13,,unaligned,,Monster Manual (SRD),16.0,10.0,12.0,2.0,11.0,7.0
550,roc,https://www.aidedd.org/dnd/monstres.php?vo=roc,11,monstrosity,Gargantuan,15,248,fly,unaligned,,Monster Manual (SRD),28.0,10.0,20.0,3.0,10.0,9.0
551,roper,https://www.aidedd.org/dnd/monstres.php?vo=roper,5,monstrosity,Large,20,93,,neutral evil,,Monster Manual (SRD),18.0,8.0,17.0,7.0,16.0,6.0
552,rot-troll,,9,giant,Large,16,138,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
553,rug-of-smothering,https://www.aidedd.org/dnd/monstres.php?vo=rug-of-smothering,2,construct,Large,12,33,,unaligned,,Monster Manual (SRD),17.0,14.0,10.0,1.0,3.0,1.0
554,rust-monster,https://www.aidedd.org/dnd/monstres.php?vo=rust-monster,1/2,monstrosity,Medium,14,27,,unaligned,,Monster Manual (SRD),13.0,12.0,13.0,2.0,13.0,6.0
555,rutterkin,,2,fiend (demon),Medium,12,37,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
556,saber-toothed-tiger,https://www.aidedd.org/dnd/monstres.php?vo=saber-toothed-tiger,2,beast,Large,12,52,,unaligned,,Monster Manual (SRD),18.0,14.0,15.0,3.0,12.0,8.0
557,sahuagin,https://www.aidedd.org/dnd/monstres.php?vo=sahuagin,1/2,humanoid (sahuagin),Medium,12,22,swim,lawful evil,,Monster Manual (SRD),13.0,11.0,12.0,12.0,13.0,9.0
558,sahuagin-baron,,5,humanoid (sahuagin),Large,16,76,swim,lawful evil,,Monster Manual,,,,,,
559,sahuagin-priestess,,2,humanoid (sahuagin),Medium,12,33,swim,lawful evil,,Monster Manual,,,,,,
560,salamander,https://www.aidedd.org/dnd/monstres.php?vo=salamander,5,elemental,Large,15,90,,neutral evil,,Monster Manual (SRD),18.0,14.0,15.0,11.0,10.0,12.0
561,satyr,https://www.aidedd.org/dnd/monstres.php?vo=satyr,1/2,fey,Medium,14,31,,chaotic neutral,,Monster Manual (SRD),12.0,16.0,11.0,12.0,10.0,14.0
562,scarecrow,,1,construct,Medium,11,36,,chaotic evil,,Monster Manual,,,,,,
563,scorpion,https://www.aidedd.org/dnd/monstres.php?vo=scorpion,0,beast,Tiny,11,1,,unaligned,,Monster Manual (SRD),2.0,11.0,8.0,1.0,8.0,2.0
564,scout,https://www.aidedd.org/dnd/monstres.php?vo=scout,1/2,humanoid (any race),Medium,13,16,,any alignment,,Monster Manual (SRD),11.0,14.0,12.0,11.0,13.0,11.0
565,sea-hag,https://www.aidedd.org/dnd/monstres.php?vo=sea-hag,2,fey,Medium,14,52,swim,chaotic evil,,Monster Manual (SRD),16.0,13.0,16.0,12.0,12.0,13.0
566,sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=sea-horse,0,beast,Tiny,11,1,swim,unaligned,,Monster Manual (SRD),1.0,12.0,8.0,1.0,10.0,2.0
567,sea-spawn,,1,humanoid,Medium,11,32,swim,neutral evil,,Volo's Guide to Monsters,,,,,,
568,shadow,https://www.aidedd.org/dnd/monstres.php?vo=shadow,1/2,undead,Medium,12,16,,chaotic evil,,Monster Manual (SRD),6.0,14.0,13.0,6.0,10.0,8.0
569,shadow-dancer,,7,humanoid (elf),Medium,15,71,,neutral,,Mordenkainen's Tome of Foes,,,,,,
570,shadow-demon,https://www.aidedd.org/dnd/monstres.php?vo=shadow-demon,4,fiend (demon),Medium,13,66,fly,chaotic evil,,Monster Manual (BR),1.0,17.0,12.0,14.0,13.0,14.0
571,shadow-mastiff,,2,monstrosity,Medium,12,33,,neutral evil,,Volo's Guide to Monsters,,,,,,
572,shambling-mound,https://www.aidedd.org/dnd/monstres.php?vo=shambling-mound,5,plant,Large,15,136,swim,unaligned,,Monster Manual (SRD),18.0,8.0,16.0,5.0,10.0,5.0
573,shield-guardian,https://www.aidedd.org/dnd/monstres.php?vo=shield-guardian,7,construct,Large,17,142,,unaligned,,Monster Manual (SRD),18.0,8.0,18.0,7.0,10.0,3.0
574,shoosuva,,8,fiend (demon),Large,14,110,,chaotic evil,,Volo's Guide to Monsters,,,,,,
575,shrieker,https://www.aidedd.org/dnd/monstres.php?vo=shrieker,0,plant,Medium,5,13,,unaligned,,Monster Manual (SRD),1.0,1.0,10.0,1.0,3.0,1.0
576,sibriex,https://www.aidedd.org/dnd/monstres.php?vo=sibriex,18,fiend (demon),Huge,19,150,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,10.0,3.0,23.0,25.0,24.0,25.0
577,silver-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=silver-dragon-wyrmling,2,dragon,Medium,17,45,fly,lawful good,,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
578,skeleton,https://www.aidedd.org/dnd/monstres.php?vo=skeleton,1/4,undead,Medium,13,13,,lawful evil,,Monster Manual (SRD),10.0,14.0,15.0,6.0,8.0,5.0
579,skulk,,1/2,humanoid,Medium,14,18,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
580,skull-lasher-of-myrkul,,1,humanoid (human),Medium,12,32,,neutral evil,,Adventures (Descent into Avernus),,,,,,
581,skull-lord,,15,undead,Medium,18,105,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
582,slaad-tadpole,,1/8,aberration,Tiny,12,10,,chaotic neutral,,Monster Manual,,,,,,
583,slithering-tracker,https://www.aidedd.org/dnd/monstres.php?vo=slithering-tracker,3,ooze,Medium,14,32,swim,chaotic evil,,Volo's Guide to Monsters,16.0,19.0,15.0,10.0,14.0,11.0
584,smoke-mephit,https://www.aidedd.org/dnd/monstres.php?vo=smoke-mephit,1/4,elemental,Small,12,22,fly,neutral evil,,Monster Manual (SRD),6.0,14.0,12.0,10.0,10.0,11.0
585,solar,https://www.aidedd.org/dnd/monstres.php?vo=solar,21,celestial,Large,21,243,fly,lawful good,Legendary,Monster Manual (SRD),26.0,22.0,26.0,25.0,25.0,30.0
586,soul-monger,,11,humanoid (elf),Medium,15,123,,neutral,,Mordenkainen's Tome of Foes,,,,,,
587,spawn-of-kyuss,,5,undead,Medium,10,76,,chaotic evil,,Volo's Guide to Monsters,,,,,,
588,spectator,https://www.aidedd.org/dnd/monstres.php?vo=spectator,3,aberration,Medium,14,39,fly,lawful neutral,,Monster Manual,8.0,14.0,14.0,13.0,14.0,11.0
589,specter,https://www.aidedd.org/dnd/monstres.php?vo=specter,1,undead,Medium,12,22,fly,chaotic evil,,Monster Manual (SRD),1.0,14.0,11.0,10.0,10.0,11.0
590,spellcaster-healer-lvl-1,,0,humanoid (any race),Medium,12,9,,any alignment,,Essentials Kit,,,,,,
591,spellcaster-healer-lvl-2,,0,humanoid (any race),Medium,12,13,,any alignment,,Essentials Kit,,,,,,
592,spellcaster-healer-lvl-3,,0,humanoid (any race),Medium,12,18,,any alignment,,Essentials Kit,,,,,,
593,spellcaster-healer-lvl-4,,0,humanoid (any race),Medium,12,22,,any alignment,,Essentials Kit,,,,,,
594,spellcaster-healer-lvl-5,,0,humanoid (any race),Medium,12,27,,any alignment,,Essentials Kit,,,,,,
595,spellcaster-healer-lvl-6,,0,humanoid (any race),Medium,12,31,,any alignment,,Essentials Kit,,,,,,
596,spellcaster-mage-lvl-1,,0,humanoid (any race),Medium,12,9,,any alignment,,Essentials Kit,,,,,,
597,spellcaster-mage-lvl-2,,0,humanoid (any race),Medium,12,13,,any alignment,,Essentials Kit,,,,,,
598,spellcaster-mage-lvl-3,,0,humanoid (any race),Medium,12,18,,any alignment,,Essentials Kit,,,,,,
599,spellcaster-mage-lvl-4,,0,humanoid (any race),Medium,12,22,,any alignment,,Essentials Kit,,,,,,
600,spellcaster-mage-lvl-5,,0,humanoid (any race),Medium,12,27,,any alignment,,Essentials Kit,,,,,,
601,spellcaster-mage-lvl-6,,0,humanoid (any race),Medium,12,31,,any alignment,,Essentials Kit,,,,,,
602,spider,https://www.aidedd.org/dnd/monstres.php?vo=spider,0,beast,Tiny,12,1,,unaligned,,Monster Manual (SRD),2.0,14.0,8.0,1.0,10.0,2.0
603,spined-devil,,2,fiend (devil),Small,13,22,fly,lawful evil,,Monster Manual,,,,,,
604,spirit-naga,https://www.aidedd.org/dnd/monstres.php?vo=spirit-naga,8,monstrosity,Large,15,75,,chaotic evil,,Monster Manual (SRD),18.0,17.0,14.0,16.0,15.0,16.0
605,spirit-troll,,11,giant,Large,17,97,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
606,spring-eladrin,,10,fey (elf),Medium,19,127,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
607,sprite,https://www.aidedd.org/dnd/monstres.php?vo=sprite,1/4,fey,Tiny,15,2,fly,neutral good,,Monster Manual (SRD),3.0,18.0,10.0,14.0,13.0,11.0
608,spy,https://www.aidedd.org/dnd/monstres.php?vo=spy,1,humanoid (any race),Medium,12,27,,any alignment,,Monster Manual (SRD),10.0,15.0,10.0,12.0,14.0,16.0
609,star-spawn-grue,,1/4,aberration,Small,11,17,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
610,star-spawn-hulk,,10,aberration,Large,16,136,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
611,star-spawn-larva-mage,,16,aberration,Medium,16,168,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
612,star-spawn-mangler,,5,aberration,Medium,14,71,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
613,star-spawn-seer,,13,aberration,Medium,17,153,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
614,steam-mephit,https://www.aidedd.org/dnd/monstres.php?vo=steam-mephit,1/4,elemental,Small,10,21,fly,neutral evil,,Monster Manual (SRD),5.0,11.0,10.0,11.0,10.0,12.0
615,steel-predator,,16,construct,Large,20,207,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
616,stegosaurus,,4,beast,Huge,13,76,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
617,stirge,https://www.aidedd.org/dnd/monstres.php?vo=stirge,1/8,beast,Tiny,14,2,fly,unaligned,,Monster Manual (SRD),4.0,16.0,11.0,2.0,8.0,6.0
618,stone-cursed,,1,construct,Medium,17,19,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
619,stone-giant,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant,7,giant,Huge,17,126,,neutral,,Monster Manual (SRD),23.0,15.0,20.0,10.0,12.0,9.0
620,stone-giant-dreamwalker,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant-dreamwalker,10,giant (stone giant),Huge,18,161,,chaotic neutral,,Volo's Guide to Monsters,23.0,14.0,21.0,10.0,8.0,12.0
621,stone-golem,https://www.aidedd.org/dnd/monstres.php?vo=stone-golem,10,construct,Large,17,178,,unaligned,,Monster Manual (SRD),22.0,9.0,20.0,3.0,11.0,1.0
622,stone-juggernaut,,12,construct,Large,15,157,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
623,storm-giant,https://www.aidedd.org/dnd/monstres.php?vo=storm-giant,13,giant,Huge,16,230,swim,chaotic good,,Monster Manual (SRD),29.0,14.0,20.0,16.0,18.0,18.0
624,storm-giant-quintessent,,16,giant (storm giant),Huge,12,230,"fly, swim",chaotic good,,Volo's Guide to Monsters,,,,,,
625,strahd-von-zarovich,,15,undead (shapechanger),Medium,16,144,,lawful evil,,Adventures (Curse of Strahd),,,,,,
626,su-monster,,1,monstrosity,Medium,12,27,,chaotic evil,,Adventures (Tomb of Annihilation),,,,,,
627,succubus,https://www.aidedd.org/dnd/monstres.php?vo=succubus,4,fiend (shapechanger),Medium,15,66,fly,neutral evil,,Monster Manual (SRD),8.0,17.0,13.0,15.0,12.0,20.0
628,summer-eladrin,,10,fey (elf),Medium,19,127,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
629,swarm-of-bats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-bats,1/4,swarm of Tiny beasts,Medium,12,22,fly,unaligned,,Monster Manual (SRD),5.0,15.0,10.0,2.0,12.0,4.0
630,swarm-of-cranium-rats,,5,swarm of Tiny beasts,Medium,12,36,,lawful evil,,Volo's Guide to Monsters,,,,,,
631,swarm-of-insects,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-insects,1/2,swarm of Tiny beasts,Medium,12,22,,unaligned,,Monster Manual (SRD),3.0,13.0,10.0,1.0,7.0,1.0
632,swarm-of-poisonous-snakes,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-poisonous-snakes,2,swarm of Tiny beasts,Medium,14,36,swim,unaligned,,Monster Manual (SRD),8.0,18.0,11.0,1.0,10.0,3.0
633,swarm-of-quippers,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-quippers,1,swarm of Tiny beasts,Medium,13,28,swim,unaligned,,Monster Manual (SRD),13.0,16.0,9.0,1.0,7.0,2.0
634,swarm-of-rats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rats,1/4,swarm of Tiny beasts,Medium,10,24,,unaligned,,Monster Manual (SRD),9.0,11.0,9.0,2.0,10.0,3.0
635,swarm-of-ravens,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-ravens,1/4,swarm of Tiny beasts,Medium,12,24,fly,unaligned,,Monster Manual (SRD),6.0,14.0,8.0,3.0,12.0,6.0
636,swarm-of-rot-grubs,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rot-grubs,1/2,swarm of Tiny beasts,Medium,8,22,,unaligned,,Volo's Guide to Monsters,2.0,7.0,10.0,1.0,2.0,1.0
637,swashbuckler,,3,humanoid (any race),Medium,17,66,,any non-lawful alignment,,Volo's Guide to Monsters,,,,,,
638,sword-wraith-commander,,8,undead,Medium,18,127,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
639,sword-wraith-warrior,,3,undead,Medium,16,45,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
640,tabaxi-hunter,,1,humanoid (tabaxi),Medium,14,40,,chaotic good,,Adventures (Tomb of Annihilation),,,,,,
641,tabaxi-minstrel,,1/4,humanoid (tabaxi),Medium,12,22,,chaotic good,,Adventures (Tomb of Annihilation),,,,,,
642,tanarukk,https://www.aidedd.org/dnd/monstres.php?vo=tanarukk,5,"fiend (demon, orc)",Medium,14,95,,chaotic evil,,Volo's Guide to Monsters,18.0,13.0,20.0,9.0,9.0,9.0
643,tarrasque,https://www.aidedd.org/dnd/monstres.php?vo=tarrasque,30,monstrosity (titan),Gargantuan,25,676,,unaligned,Legendary,Monster Manual (SRD),30.0,11.0,30.0,3.0,11.0,11.0
644,the-angry,,13,monstrosity,Medium,18,255,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
645,the-hungry,,11,monstrosity,Medium,17,225,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
646,the-lonely,,9,monstrosity,Medium,16,112,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
647,the-lost,,7,monstrosity,Medium,15,78,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
648,the-wretched,,1/4,monstrosity,Small,15,10,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
649,thorny,,1,plant,Medium,14,27,,neutral,,Volo's Guide to Monsters,,,,,,
650,thri-kreen,,1,humanoid (thri-kreen),Medium,15,33,,chaotic neutral,,Monster Manual,,,,,,
651,thug,https://www.aidedd.org/dnd/monstres.php?vo=thug,1/2,humanoid (any race),Medium,11,32,,any non-good alignment,,Monster Manual (SRD),15.0,11.0,14.0,10.0,10.0,11.0
652,tiamat,,30,fiend,Gargantuan,25,615,fly,chaotic evil,,Adventures (Tyranny of Dragons),,,,,,
653,tiger,https://www.aidedd.org/dnd/monstres.php?vo=tiger,1,beast,Large,12,37,,unaligned,,Monster Manual (SRD),17.0,15.0,14.0,3.0,12.0,8.0
654,titivilus,,16,fiend (devil),Medium,20,127,fly,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
655,tlincalli,,5,monstrosity,Large,15,85,,neutral evil,,Volo's Guide to Monsters,,,,,,
656,tortle,,1/4,humanoid (tortle),Medium,17,22,,lawful good,,Mordenkainen's Tome of Foes,,,,,,
657,tortle-druid,,2,humanoid (tortle),Medium,17,33,,lawful neutral,,Mordenkainen's Tome of Foes,,,,,,
658,transmuter,,5,humanoid (any race),Medium,12,40,,any alignment,,Volo's Guide to Monsters,,,,,,
659,trapper,,3,monstrosity,Large,13,85,,unaligned,,Volo's Guide to Monsters,,,,,,
660,treant,https://www.aidedd.org/dnd/monstres.php?vo=treant,9,plant,Huge,16,138,,chaotic good,,Monster Manual (SRD),23.0,8.0,21.0,12.0,16.0,12.0
661,tri-flower-frond,,1/2,plant,Medium,10,11,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
662,tribal-warrior,https://www.aidedd.org/dnd/monstres.php?vo=tribal-warrior,1/8,humanoid (any race),Medium,12,11,,any alignment,,Monster Manual (SRD),13.0,11.0,12.0,8.0,11.0,8.0
663,triceratops,https://www.aidedd.org/dnd/monstres.php?vo=triceratops,5,beast,Huge,13,95,,unaligned,,Monster Manual (SRD),22.0,9.0,17.0,2.0,11.0,5.0
664,tridrone,,1/2,construct,Medium,15,16,,lawful neutral,,Monster Manual,,,,,,
665,troglodyte,https://www.aidedd.org/dnd/monstres.php?vo=troglodyte,1/4,humanoid (troglodyte),Medium,11,13,,chaotic evil,,Monster Manual (BR),14.0,10.0,14.0,6.0,10.0,6.0
666,troll,https://www.aidedd.org/dnd/monstres.php?vo=troll,5,giant,Large,15,84,,chaotic evil,,Monster Manual (SRD),18.0,13.0,20.0,7.0,9.0,7.0
667,twig-blight,https://www.aidedd.org/dnd/monstres.php?vo=twig-blight,1/8,plant,Small,13,4,,neutral evil,,Monster Manual (SRD),6.0,13.0,12.0,4.0,8.0,3.0
668,tyrannosaurus-rex,https://www.aidedd.org/dnd/monstres.php?vo=tyrannosaurus-rex,8,beast,Huge,13,136,,unaligned,,Monster Manual (SRD),25.0,10.0,19.0,2.0,12.0,9.0
669,ulitharid,,9,aberration,Large,15,127,,lawful evil,,Volo's Guide to Monsters,,,,,,
670,ultroloth,,13,fiend (yugoloth),Medium,19,153,fly,neutral evil,,Monster Manual,,,,,,
671,umber-hulk,https://www.aidedd.org/dnd/monstres.php?vo=umber-hulk,5,monstrosity,Large,18,93,,chaotic evil,,Monster Manual (BR),20.0,13.0,16.0,9.0,10.0,10.0
672,unicorn,https://www.aidedd.org/dnd/monstres.php?vo=unicorn,5,celestial,Large,12,67,,lawful good,Legendary,Monster Manual (SRD),18.0,14.0,15.0,11.0,17.0,16.0
673,uthgardt-shaman,,2,humanoid (human),Medium,13,38,,neutral evil,,Adventures (Storm King's Thunder),,,,,,
674,vajra-safahr,,13,humanoid (human),Medium,14,126,,lawful neutral,,Adventures (Dragon Heist),,,,,,
675,vampire,https://www.aidedd.org/dnd/monstres.php?vo=vampire,13,undead (shapechanger),Medium,16,144,,lawful evil,Legendary,Monster Manual (SRD),18.0,18.0,18.0,17.0,15.0,18.0
676,vampire-spawn,https://www.aidedd.org/dnd/monstres.php?vo=vampire-spawn,5,undead,Medium,15,82,,neutral evil,,Monster Manual (SRD),16.0,16.0,16.0,11.0,10.0,12.0
677,vampiric-mist,,3,undead,Medium,13,30,fly,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
678,vargouille,,1,fiend,Tiny,12,13,fly,chaotic evil,,Volo's Guide to Monsters,,,,,,
679,vegepygmy,,1/4,plant,Small,13,9,,neutral,,Volo's Guide to Monsters,,,,,,
680,vegepygmy-chief,,2,plant,Small,14,33,,neutral,,Volo's Guide to Monsters,,,,,,
681,velociraptor,,1/4,beast,Tiny,13,10,,unaligned,,Volo's Guide to Monsters,,,,,,
682,venerable-shadow,https://www.aidedd.org/dnd/monstres.php?vo=venerable-shadow,2,undead,Medium,13,27,,chaotic evil,,Extra (AideDD),6.0,16.0,13.0,6.0,12.0,10.0
683,venom-troll,,7,giant,Large,15,94,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
684,veteran,https://www.aidedd.org/dnd/monstres.php?vo=veteran,3,humanoid (any race),Medium,17,58,,any alignment,,Monster Manual (SRD),16.0,13.0,14.0,10.0,11.0,10.0
685,vine-blight,,1/2,plant,Medium,12,26,,neutral evil,,Monster Manual,,,,,,
686,violet-fungus,https://www.aidedd.org/dnd/monstres.php?vo=violet-fungus,1/4,plant,Medium,5,18,,unaligned,,Monster Manual (SRD),3.0,1.0,10.0,1.0,3.0,1.0
687,vrock,https://www.aidedd.org/dnd/monstres.php?vo=vrock,6,fiend (demon),Large,15,104,fly,chaotic evil,,Monster Manual (SRD),17.0,15.0,18.0,8.0,13.0,8.0
688,vulture,https://www.aidedd.org/dnd/monstres.php?vo=vulture,0,beast,Medium,10,5,fly,unaligned,,Monster Manual (SRD),7.0,10.0,13.0,2.0,12.0,4.0
689,war-priest,,9,humanoid (any race),Medium,18,117,,any alignment,,Volo's Guide to Monsters,,,,,,
690,warhorse,https://www.aidedd.org/dnd/monstres.php?vo=warhorse,1/2,beast,Large,11,19,,unaligned,,Monster Manual (SRD),18.0,12.0,13.0,2.0,12.0,7.0
691,warhorse-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=warhorse-skeleton,1/2,undead,Large,13,22,,lawful evil,,Monster Manual (SRD),18.0,12.0,15.0,2.0,8.0,5.0
692,warlock-of-the-archfey,,4,humanoid (any race),Medium,11,49,,any alignment,,Volo's Guide to Monsters,,,,,,
693,warlock-of-the-fiend,,7,humanoid (any race),Medium,12,78,,any alignment,,Volo's Guide to Monsters,,,,,,
694,warlock-of-the-great-old-one,,6,humanoid (any race),Medium,12,91,,any alignment,,Volo's Guide to Monsters,,,,,,
695,warlord,,12,humanoid (any race),Medium,18,229,,any alignment,Legendary,Volo's Guide to Monsters,,,,,,
696,warrior-lvl-1,,0,humanoid (any race),Medium,16,13,,any alignment,,Essentials Kit,,,,,,
697,warrior-lvl-2,,0,humanoid (any race),Medium,16,19,,any alignment,,Essentials Kit,,,,,,
698,warrior-lvl-3,,0,humanoid (any race),Medium,16,26,,any alignment,,Essentials Kit,,,,,,
699,warrior-lvl-4,,0,humanoid (any race),Medium,16,32,,any alignment,,Essentials Kit,,,,,,
700,warrior-lvl-5,,0,humanoid (any race),Medium,16,39,,any alignment,,Essentials Kit,,,,,,
701,warrior-lvl-6,,0,humanoid (any race),Medium,16,45,,any alignment,,Essentials Kit,,,,,,
702,wastrilith,,13,fiend (demon),Large,18,157,swim,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
703,water-elemental,https://www.aidedd.org/dnd/monstres.php?vo=water-elemental,5,elemental,Large,14,114,swim,neutral,,Monster Manual (SRD),18.0,14.0,18.0,5.0,10.0,8.0
704,water-elemental-myrmidon,,7,elemental,Medium,18,127,swim,neutral,,Mordenkainen's Tome of Foes,,,,,,
705,water-weird,https://www.aidedd.org/dnd/monstres.php?vo=water-weird,3,elemental,Large,13,58,swim,neutral,,Monster Manual (BR),17.0,16.0,13.0,11.0,10.0,10.0
706,weasel,https://www.aidedd.org/dnd/monstres.php?vo=weasel,0,beast,Tiny,13,1,,unaligned,,Monster Manual (SRD),3.0,16.0,8.0,2.0,12.0,3.0
707,werebear,https://www.aidedd.org/dnd/monstres.php?vo=werebear,5,"humanoid (human, shapechanger)",Medium,10,135,,neutral good,,Monster Manual (SRD),19.0,10.0,17.0,11.0,12.0,12.0
708,wereboar,https://www.aidedd.org/dnd/monstres.php?vo=wereboar,4,"humanoid (human, shapechanger)",Medium,10,78,,neutral evil,,Monster Manual (SRD),17.0,10.0,15.0,10.0,11.0,8.0
709,wererat,https://www.aidedd.org/dnd/monstres.php?vo=wererat,2,"humanoid (human, shapechanger)",Medium,12,33,,lawful evil,,Monster Manual (SRD),10.0,15.0,12.0,11.0,10.0,8.0
710,weretiger,https://www.aidedd.org/dnd/monstres.php?vo=weretiger,4,"humanoid (human, shapechanger)",Medium,12,120,,neutral,,Monster Manual (SRD),17.0,15.0,16.0,10.0,13.0,11.0
711,werewolf,https://www.aidedd.org/dnd/monstres.php?vo=werewolf,3,"humanoid (human, shapechanger)",Medium,11,58,,chaotic evil,,Monster Manual (SRD),15.0,13.0,14.0,10.0,11.0,10.0
712,white-abishai,,6,fiend (devil),Medium,15,68,fly,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
713,white-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=white-dragon-wyrmling,2,dragon,Medium,16,32,"fly, swim",chaotic evil,,Monster Manual (SRD),14.0,10.0,14.0,5.0,10.0,11.0
714,wight,https://www.aidedd.org/dnd/monstres.php?vo=wight,3,undead,Medium,14,45,,neutral evil,,Monster Manual (SRD),15.0,14.0,16.0,10.0,13.0,15.0
715,wild-dog,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog,1/8,beast,Medium,12,5,,unaligned,,Extra (Adventurers League),13.0,14.0,12.0,3.0,12.0,7.0
716,wild-dog-alpha,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog-alpha,1,beast,Large,12,26,,unaligned,,Extra (Adventurers League),17.0,15.0,13.0,3.0,12.0,8.0
717,will-o--wisp,https://www.aidedd.org/dnd/monstres.php?vo=will-o--wisp,2,undead,Tiny,19,22,fly,chaotic evil,,Monster Manual (SRD),1.0,28.0,10.0,13.0,14.0,11.0
