,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
2306,Giant Ant Queen,0,0,8,15,119,14d10 + 42,U,beast,,,L,17,13,16,2,11,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,40,,-1,,-1,,-1,,-1,True,"[""Keen Senses""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""restrained""]","B, I,P","[""constitution""]",-1,0,,,,False,,,,,,,,"forest, underdark",MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
2307,Giant Crocodile,0,0,8,14,85,9d12 + 27,U,beast,,,H,21,9,17,2,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,50,True,"[""Hold Breath""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""prone"",""restrained""]","B, P","[""strength""]",-1,0,,,,False,,,,,,,,swamp,"MW, RCH",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
2308,Giant Shark,0,0,8,13,126,11d12 + 55,U,beast,,,H,23,11,21,1,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,B,-1,,-1,,-1,,-1,,50,True,"[""Water Breathing""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,underwater,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
2309,Hulking Crab,0,1,8,17,76,8d12 + 24,U,beast,,,H,19,8,16,3,11,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,20,,-1,,-1,,-1,,30,True,"[""Amphibious"",""Camouflage""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled""]",B,,-1,0,,,,False,,,,,,,,,"MW, RCH",SKT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
2310,Ngobou Dinosaur,0,0,8,15,102,12d10 + 36,U,beast,,,L,20,9,16,2,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,40,,-1,,-1,,-1,,-1,True,"[""Reckless""]",,,,,,True,,False,False,"[""prone""]","B, P","[""strength""]",-1,0,,,,False,,,,,,,,"farmland, forest, grassland",MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
2311,Obliteros,0,0,8,13,126,11d12 + 55,C E,beast,,,H,23,11,21,10,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,B,0,,-1,,-1,,-1,,50,True,"[""Water Breathing""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Aquan""]",AQ,,,MW,WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2312,Snapjaw,0,0,8,17,170,9d12 + 27,U,beast,,,G,21,9,17,10,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,50,True,"[""Hold Breath""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""prone"",""restrained""]","B, P","[""strength""]",-1,0,,,,False,,,,,,,,,"MW, RCH",GHLoE,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2313,Titanothere,0,0,8,16,136,13d12 + 52,U,beast,,,H,25,10,19,2,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,,50,,-1,,-1,,-1,,-1,True,"[""Beast of Burden""]",,,,,,True,,False,False,"[""prone""]",B,"[""strength""]",-1,0,,,,False,,,,,,,,,"MW, RCH",BGG,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2314,Triceratops,0,0,8,13,95,10d12 + 30,U,beast,,,H,22,9,17,2,11,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,50,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,"[""prone""]","B, P","[""strength""]",-1,0,,,,False,,,,,,,,grassland,MW,MM,False,"[""Dinosaurs""]",,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
2315,Trinket,0,1,8,18,61,6d10 + 18 + 10,,beast,brown bear,,L,19,10,16,5,13,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,,40,,-1,,30,,-1,,-1,True,"[""Keen Senses""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,,,"[""understands Common but can't speak it""]","C,CS",,,MW,TDCSR,False,"[""Vox Machina""]",,-1,,,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2316,Young Spinosaurus Dinosaur,0,0,8,14,105,10d12 + 40,U,beast,,,H,21,11,19,2,11,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,,50,,-1,,-1,,-1,,30,True,"[""Hold Breath""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""restrained""]","P,S",,-1,0,,,,False,,,,,,,,"forest, underwater","MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
2317,Battleforce Angel,0,0,8,18,66,12d8 + 12,L G,celestial,,,M,16,12,13,11,17,18,7,-1,6,-1,-1,-1,-1,-1,-1,6,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,"SD, U",30,,-1,,-1,,90,,-1,True,"[""Flyby"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,,"R,S",,-1,0,,,,False,"[""fire"",""radiant""]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all""]",XX,longsword,,"MLW,MW",GGR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2318,Felidar,0,0,8,17,93,11d10 + 33,L N,celestial,,,L,19,16,17,10,17,14,5,-1,6,-1,6,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,U,40,,-1,,-1,,-1,,-1,True,"[""Keen Senses"",""Pounce""]",,,,,,True,"[""Multiattack""]",False,False,"[""prone""]","P,S","[""strength""]",-1,0,,,,False,,,,,"[""understands Celestial and Common but can't speak""]","C,CE,CS",,,MW,GGR,False,,,-1,,True,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
2319,Sandman,0,0,8,14,82,11d8 + 33,C N,celestial,,,M,11,19,16,13,14,19,7,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,U,40,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,"[""blinded"",""frightened"",""unconscious""]","S,Y","[""charisma"",""constitution""]",-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened"",""poisoned"",""unconscious""]","[""Celestial"",""Common"",""telepathy 60 ft."",""Umbral""]","C,CE,TP",,planar,"AOE, CUR, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2320,Starlight Apparition,0,0,8,10,72,16d8,N G,celestial,,,M,1,11,10,18,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,SD,0,,-1,,-1,hover,30,,-1,True,"[""Illumination"",""Incorporeal Movement"",""Unusual Nature""]",,,,,,True,,False,False,"[""blinded"",""incapacitated""]","O,R","[""charisma"",""wisdom""]",-1,0,,,,False,"[""acid"",""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""radiant""]","[""blinded"",""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""the languages it knew in life""]",LF,,,AOE,BAM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2321,Temple Dog,0,0,8,15,97,15d8 + 30,L NX C G,celestial,,,M,18,14,15,8,14,10,3,-1,5,5,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,15,D,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""restrained""]","P,R,S","[""strength""]",-1,0,,,,False,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""understands Celestial and Common but can't speak""]","C,CE,CS",,"planar, urban",MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2322,Clay Gladiator,0,1,8,17,112,15d8 + 45,U,construct,,,M,18,15,16,10,12,15,-1,-1,-1,6,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,5,-1,-1,-1,-1,-1,-1,0,11,,30,,-1,,30,,-1,,-1,True,"[""Brute""]",,,,,,True,"[""Multiattack"",""Parry""]",False,True,"[""prone""]","B, P","[""strength""]",-1,0,,,,False,,,"[""poison""]","[""charmed"",""frightened"",""poisoned""]",,,spear,,"MLW,MW",ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2323,Clockwork Abomination,0,0,8,16,76,8d10 + 32,L E,construct,,,L,21,12,18,10,10,12,-1,-1,-1,7,4,-1,-1,-1,-1,3,-1,4,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,30,,-1,,30,,-1,,-1,True,"[""Immutable Form"",""Magic Resistance""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,,"B, F,P","[""dexterity""]",-1,0,,,,False,"[""acid"",""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""Common"",""Infernal""]","C,I",,planar,"AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2324,Elise,0,0,8,9,93,11d8 + 44,N,construct,,,M,19,9,18,6,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Damage Absorption"",""Immutable Form"",""Magic Resistance"",""Magic Weapons""]",,,,,,True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,,,"[""cold"",""lightning"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,VRGR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2325,Flesh Golem,0,0,8,9,93,11d8 + 44,N,construct,,,M,19,9,18,6,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Damage Absorption"",""Immutable Form"",""Magic Resistance"",""Magic Weapons""]",,,,,,True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,,,"[""lightning"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
2326,Gold-Forged Sentinel,0,0,8,16,76,8d10 + 32,U,construct,,,L,18,13,19,3,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,SD,40,,-1,,-1,,60,,-1,True,"[""Charge""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,"[""prone""]","B, F","[""dexterity"",""strength""]",-1,0,,,,False,,,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""paralyzed"",""petrified"",""poisoned""]","[""understands one language of its creator but can't speak""]",CS,,,"AOE, MW",MOT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2327,Lightning Golem,0,1,8,9,93,11d8 + 44,N,construct,,,M,19,9,18,6,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Damage Absorption"",""Immutable Form"",""Magic Resistance"",""Magic Weapons""]",,,,,,True,"[""Multiattack""]",False,False,,L,,-1,0,,,,False,,,"[""lightning"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,CM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2328,Living Iron Statue,0,1,8,16,102,12d8 + 48,U,construct,,,M,16,14,18,6,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,20,,-1,,-1,,-1,,-1,True,"[""Immutable Form""]",,,,,,True,"[""Multiattack""]",False,False,"[""prone""]","B, S","[""dexterity""]",-1,0,,,,False,,"[""acid""]","[""lightning"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,GoS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
2329,Living Lightning Bolt,0,1,8,15,57,6d10 + 24,U,construct,,,L,10,15,18,3,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,25,,-1,,-1,,25,,-1,True,"[""Amorphous"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,,L,"[""dexterity""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""grappled"",""poisoned"",""prone""]",,,,,RCH,ERLW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2330,Oaken Bolter,0,0,8,16,58,9d8 + 18,U,construct,,,M,12,18,15,3,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled""]","F,P,S","[""dexterity""]",-1,0,,,,False,,,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands one language of its creator but can't speak""]",CS,,"forest, grassland, hill, mountain","MW, RW",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
2331,Rotter,0,1,8,18,75,10d8 + 30,U,construct,,,M,18,12,16,10,13,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,0,14,D,30,,-1,,30,,-1,,-1,True,"[""Camouflage"",""Regeneration"",""Tree Stride""]",,,,,,True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,"[""bludgeoning"",""piercing""]","[""fire""]","[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""telepathy 60 ft.""]",TP,club,,"MLW,MW",RtG,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1
2332,Ruin Grinder,0,0,8,16,82,11d10 + 22,U,construct,,,L,22,13,15,3,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,30,,30,,-1,,-1,,-1,True,"[""Damage Absorption"",""Siege Monster"",""Tunneler""]",,,,,,True,"[""Multiattack""]",False,False,"[""prone""]",O,"[""strength""]",-1,0,,,,False,,,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,SCC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2333,Skitterwidget,0,1,8,18,85,10d8 + 40,,construct,,,M,16,14,18,3,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,30,,-1,,-1,True,"[""Damage Absorption"",""Unusual Nature""]",,,,,,True,"[""Multiattack""]",False,True,"[""grappled"",""stunned""]","L,P","[""constitution""]",-1,0,,,,False,,,"[""lightning"",""poison""]","[""blinded"",""deafened"",""exhaustion"",""paralyzed"",""petrified"",""poisoned""]","[""Skitterwidget""]",,,,MW,CM,False,,,-1,,,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
2334,Tomb Guardian,0,1,8,17,93,11d8 + 44,N,construct,,,M,19,9,18,6,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Damage Absorption"",""Immutable Form"",""Magic Resistance"",""Magic Weapons""]",,,,,,True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,,,"[""lightning"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
