name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Demos Magen,FALSE,FALSE,2,16,51,6d8 + 24,U,construct,,,M,14,14,18,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Magic Resistance"",""Unusual Nature""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,"greatsword, light crossbow",,"MLW,MW, RNG, RW",IDRotF,FALSE,,,,,,,
Duergar Hammerer,FALSE,,2,17,33,6d8 + 6,L E,construct,,,M,17,7,12,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,7,D,20,,,,,,,,,TRUE,"[""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands Dwarvish but can't speak""]","CS,D",,"mountain, underdark",MW,MTF,FALSE,,,,,,TRUE,
Duergar Hammerer,FALSE,,2,17,33,6d8 + 6,A,construct,dwarf,,M,17,7,12,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,7,D,20,,,,,,,,,TRUE,"[""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,,"B, P",,,FALSE,,,,FALSE,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands Dwarvish but can't speak""]","CS,D",,"mountain, underdark",MW,MPMM,FALSE,,,,,,,
Glass Pegasus,FALSE,FALSE,2,15,59,7d10 + 21,C G,construct,,,L,18,15,16,10,15,13,3,,4,,4,,,,,6,,,,,,,,,,,,,,,,16,,60,,,,,,90,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,,"[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified""]","[""Celestial"",""Common"",""Elvish and Sylvan but can't speak""]","C,CE,CS,E,S",,,MW,WBtW,FALSE,,,,,,,
Keg Robot,FALSE,FALSE,2,14,39,6d8 + 12,U,construct,,,M,16,16,15,6,8,5,,,,,,,,,,1,,,,,,,,,,,,,,,,11,D,30,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,"[""poisoned"",""prone""]","A, B, F","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands Common but can't speak""]","C,CS",,,"AOE, MW, RW",AI,FALSE,,,,,,,
Pentadrone,,,2,16,32,5d10 + 5,L N,construct,,,L,15,14,12,10,10,13,,,,,,,,,,4,,,,,,,,,,,,,,,,14,U,40,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""paralyzed""]",B,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Modron""]",OTH,,,"AOE, MW",MM,FALSE,"[""Modrons""]",,,,TRUE,TRUE,
Rug of Smothering,,,2,12,33,6d10,U,construct,,,L,17,14,10,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,B,10,,,,,,,,,TRUE,"[""Antimagic Susceptibility"",""False Appearance""]",,,,,,TRUE,,FALSE,FALSE,"[""blinded"",""grappled"",""restrained""]",B,,,FALSE,,,,FALSE,,,"[""poison"",""psychic""]","[""blinded"",""charmed"",""deafened"",""frightened"",""paralyzed"",""petrified"",""poisoned""]",,,,,MW,MM,FALSE,"[""Animated Objects""]",,,,,TRUE,
Thomas T. Toad,TRUE,TRUE,2,11,59,7d10 + 21,C E,construct,,,L,19,8,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,"[""poison"",""psychic""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""Common""]",C,,,MW,RMBRE,FALSE,,,,,,,
Black Dragon Wyrmling,,,2,17,33,6d8 + 6,C E,dragon,,,M,15,14,13,10,11,13,3,,2,3,4,,,,,4,,4,,,,,,,,,,,,,,14,"B, D",30,,,,,,60,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"A, P","[""dexterity""]",,FALSE,,,,FALSE,,,"[""acid""]",,"[""Draconic""]",DR,,,"AOE, MW",MM,FALSE,"[""Chromatic Dragon""]",,,,TRUE,TRUE,
Black Guard Drake,,,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""acid""]",,,,"[""understands Draconic but can't speak it""]","CS,DR",,"swamp, urban",MW,VGM,FALSE,,,,,,TRUE,
Blue Guard Drake,,,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,20,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""lightning""]",,,,"[""understands Draconic but can't speak it""]","CS,DR",,"desert, urban",MW,VGM,FALSE,,,,,,TRUE,
Bronze Dragon Wyrmling,,,2,17,32,5d8 + 10,L G,dragon,,,M,17,10,15,12,11,15,4,,2,4,2,,,,,4,,2,,,,,,,,,,,,,,14,"B, D",30,,,,,,60,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"L,P","[""dexterity"",""strength""]",,FALSE,,,,FALSE,,,"[""lightning""]",,"[""Draconic""]",DR,,,"AOE, MW",MM,FALSE,"[""Metallic Dragon""]",,,,TRUE,TRUE,
Calcryx,TRUE,TRUE,2,16,32,5d8 + 10,C E,dragon,,,M,14,10,14,5,10,11,2,,2,4,2,,,,,4,,2,,,,,,,,,,,,,,14,"B, D",30,,15,,,,60,,30,FALSE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"C,P","[""constitution""]",,FALSE,,,,FALSE,,,"[""cold""]",,"[""Draconic""]",DR,,,"AOE, MW",TftYP,FALSE,,,,,,,
Cave Dragon Wyrmling,FALSE,,2,16,52,7d8 + 21,N E,dragon,,,M,19,12,17,8,10,12,3,,2,5,3,,,,,4,,3,,,,,,,,,,,,,,14,"B, T",30,,20,,,,20,,,TRUE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,"[""poisoned""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,"[""poison""]","[""blinded"",""poisoned""]","[""Draconic""]",DR,,underdark,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Dragonnel,,,2,13,58,9d10 + 9,N,dragon,,,L,16,15,12,8,13,10,,,,,,,,,,3,,,,,,,,,,,,,,,,13,"B, SD",30,,,,,,60,,,TRUE,"[""Flyby""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""understands Draconic and Common but can't speak""]","C,CS,DR",,,MW,FTD,FALSE,,,,,,,
Flame Dragon Wyrmling,FALSE,,2,17,52,8d8 + 16,C E,dragon,,,M,12,14,15,13,12,16,5,,3,4,4,,,,,5,,4,,,,,5,,,,5,,,,,15,"B, D",30,,,,30,,60,,,TRUE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"F,P","[""dexterity""]",,FALSE,,,,FALSE,,,"[""fire""]",,"[""Common"",""Draconic"",""Ignan""]","C,DR,IG",,"mountain, underdark","AOE, MW",ToB1-2023,FALSE,,,,,,,
Green Dragon Wyrmling,,,2,17,38,7d8 + 7,L E,dragon,,,M,15,12,13,14,11,13,3,,2,3,3,,,,,4,,3,,,,,,,,,,,,,,14,"B, D",30,,,,,,60,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"I,P","[""constitution""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]","[""Draconic""]",DR,,,"AOE, MW",MM,FALSE,"[""Chromatic Dragon""]",,,,TRUE,TRUE,
Green Guard Drake,,,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""understands Draconic but can't speak it""]","CS,DR",,"forest, urban",MW,VGM,FALSE,,,,,,TRUE,
Guard Drake,FALSE,,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""understands Draconic but can't speak""]","CS,DR",,"arctic, desert, forest, mountain, swamp, underdark, urban",MW,MPMM,FALSE,,,,,TRUE,,
Guard Drake,FALSE,FALSE,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""lightning""]",,,,"[""understands Draconic but can't speak it""]","CS,DR",,,MW,HotDQ,FALSE,,,,,,TRUE,
Moonstone Dragon Wyrmling,,,2,17,39,6d8 + 12,N,dragon,,,M,16,14,14,16,14,17,5,5,4,,,,,,,4,,4,,,,,,,,,5,,,,,14,"B, D",30,,,,,,60,,,FALSE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,"[""unconscious""]","P,R","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,"[""charmed""]","[""Draconic""]",DR,,,"AOE, MW, RCH",FTD,FALSE,,,,,TRUE,,
Red Guard Drake,,,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,30,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""fire""]",,,,"[""understands Draconic but can't speak it""]","CS,DR",,"mountain, underdark, urban",MW,VGM,FALSE,,,,,,TRUE,
Sea Drake,FALSE,,2,14,58,9d8 + 18,N E,dragon,,,M,15,16,14,7,14,8,,,,,,,,,,4,,5,,,,,,,,,,,,,,14,SD,20,,,,,,,,50,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""cold""]",,,,"[""Draconic""]",DR,,,"MW, RCH",GHLoE,FALSE,,,,,,,
Silver Dragon Wyrmling,,,2,17,45,6d8 + 18,L G,dragon,,,M,19,10,17,12,11,15,4,,2,5,2,,,,,4,,2,,,,,,,,,,,,,,14,"B, D",30,,,,,,60,,,FALSE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,"[""paralyzed""]","C,P","[""constitution""]",,FALSE,,,,FALSE,,,"[""cold""]",,"[""Draconic""]",DR,,,"AOE, MW",MM,FALSE,"[""Metallic Dragon""]",,,,TRUE,TRUE,
Void Dragon Wyrmling,FALSE,,2,17,45,6d8 + 18,C N,dragon,,,M,16,10,17,12,9,17,5,,1,5,2,,,,,3,,2,,,,,,,,,,,,,,13,"B, D",30,,,,,hover,60,,,TRUE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,TRUE,"[""restrained""]","C,F,P,R","[""dexterity""]",,FALSE,,,,FALSE,,,"[""cold""]","[""charmed"",""frightened""]","[""Common"",""Draconic"",""Void Speech""]","C,DR",,planar,"AOE, MW",ToB1-2023,FALSE,,,,,,,
White Dragon Wyrmling,,,2,16,32,5d8 + 10,C E,dragon,,,M,14,10,14,5,10,11,2,,2,4,2,,,,,4,,2,,,,,,,,,,,,,,14,"B, D",30,,15,,,,60,,30,FALSE,,,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"C,P","[""constitution""]",,FALSE,,,,FALSE,,,"[""cold""]",,"[""Draconic""]",DR,,,"AOE, MW",MM,FALSE,"[""Chromatic Dragon""]",,,,TRUE,TRUE,
White Guard Drake,,,2,14,52,7d8 + 21,U,dragon,,,M,16,11,16,4,10,7,,,,,,,,,,2,,,,,,,,,,,,,,,,12,D,30,,20,,30,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,"[""cold""]",,,,"[""understands Draconic but can't speak it""]","CS,DR",,"arctic, urban",MW,VGM,FALSE,,,,,,TRUE,
Azer,,,2,17,39,6d8 + 12,L N,elemental,,,M,17,12,15,12,13,10,,,,4,,,,,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,TRUE,"[""Illumination""]",,,,,,TRUE,,FALSE,FALSE,,"B, F",,,FALSE,,,,FALSE,,,"[""fire"",""poison""]","[""poisoned""]","[""Ignan""]",IG,warhammer,,"AOE, MLW,MW",MM,FALSE,,,,,,TRUE,
Firegeist,FALSE,,2,14,82,15d6 + 30,N E,elemental,,,S,7,18,14,4,16,6,,,,,,,,,,5,,,,,,,,,,,,,,,,15,D,40,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,"[""frightened""]","B, C,F","[""dexterity"",""wisdom""]",,FALSE,,,,FALSE,,,"[""fire"",""poison""]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""unconscious""]","[""Ignan""]",IG,,planar,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Four-Armed Gargoyle,FALSE,FALSE,2,15,63,7d8 + 21,C E,elemental,,,M,15,11,16,6,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,60,,,TRUE,"[""False Appearance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't adamantine"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""petrified"",""poisoned""]","[""Terran""]",T,,,MW,TftYP,FALSE,,,,,,,
Gargoyle,,,2,15,52,7d8 + 21,C E,elemental,,,M,15,11,16,6,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,60,,,TRUE,"[""False Appearance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't adamantine"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""petrified"",""poisoned""]","[""Terran""]",T,,"underdark, urban",MW,MM,FALSE,,,,,,TRUE,
Lady Gondafrey,TRUE,TRUE,2,15,52,7d8 + 21,L G,elemental,,,M,15,11,16,10,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,60,,,TRUE,"[""False Appearance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't adamantine"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""petrified"",""poisoned""]","[""Common""]",C,,,MW,WDH,FALSE,,,,,,,
Mjork Sootling Swarm,FALSE,,2,12,33,6d8 + 6,C N,elemental,,TRUE,M,9,15,12,4,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,25,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,"[""blinded""]","C,F","[""constitution""]",,FALSE,,,,FALSE,"[""bludgeoning"",""piercing"",""slashing""]","[""thunder""]","[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""unconscious""]","[""understands Ignan and Terran but can't speak""]","CS,IG,T",,,MW,GHLoE,FALSE,,,,,,,
Beli,FALSE,,2,15,45,10d6 + 10,N E,fey,,,S,11,16,12,8,11,14,,,,,5,,,,,4,,5,,,,,,,,,,,,,,14,D,30,,,,,,30,,,TRUE,"[""Flyby"",""Regeneration""]",,,,,,TRUE,,FALSE,FALSE,"[""exhaustion"",""invisible""]","C,P","[""constitution""]",,FALSE,,,,FALSE,,"[""fire""]","[""cold""]",,"[""Common"",""Dwarvish"",""Giant""]","C,D,GI",,arctic,"MLW,MW, RW",ToB1-2023,FALSE,,,,,,,
Darkling Elder,,,2,15,27,5d8 + 5,C N,fey,,,M,13,17,12,10,14,13,,,,,,,,,,6,,7,,5,,,3,,,,,,,,,16,"B, SD",30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded""]","P,R","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Sylvan""]","E,S",shortsword,"underdark, forest, swamp, urban","AOE, MLW,MW",VGM,FALSE,,,,,,TRUE,
Meenlock,,,2,15,31,7d6 + 7,N E,fey,,,S,7,15,12,11,10,8,,,,,,,,,,4,,6,,,,,,,,,,,,2,,14,SD,30,,,,,,,,,TRUE,"[""Light Sensitivity""]",,,,,,TRUE,,FALSE,FALSE,"[""frightened"",""paralyzed""]",S,"[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,,"[""frightened""]","[""telepathy 120 ft.""]",TP,,"forest, swamp, urban",MW,VGM,FALSE,,,,,,TRUE,
Nereid,FALSE,FALSE,2,13,44,8d8 + 8,C G NY E,fey,,,M,10,17,12,13,14,16,,,,,,,,,,,,5,,5,,,,,,3,,,,4,,12,D,30,,,,,,,,60,TRUE,"[""Amphibious""]",,,,,,TRUE,,FALSE,FALSE,"[""blinded"",""prone""]","A, ""B""]","[""constitution"",""strength""]",,FALSE,,,,FALSE,,,,,"[""Aquan"",""Common"",""Elvish"",""Sylvan""]","AQ,C,E,S",,,AOE,TftYP,FALSE,,,,,,,
Satyr Thornbearer,FALSE,,2,15,38,7d8 + 7,C N,fey,,,M,12,18,12,11,13,14,,,,,,,,,,5,6,6,,,,,,,,,,,,,,15,,40,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P","[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Sylvan""]","C,S",shortbow,,"AOE, MW, RNG, RW",MOT,FALSE,,,,,,,
Sea Hag,,,2,14,52,7d8 + 21,C E,fey,,,M,16,13,16,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,30,,,,,,,,40,TRUE,"[""Amphibious""]",,,"CW,S","[""frightened"",""paralyzed"",""poisoned"",""unconscious""]",,TRUE,,FALSE,FALSE,"[""frightened""]",S,"[""wisdom""]",,FALSE,,,,FALSE,,,,,"[""Aquan"",""Common"",""Giant""]","AQ,C,GI",,"underwater, coastal",MW,MM,FALSE,,,,,TRUE,TRUE,
Shellycoat,FALSE,,2,14,52,7d8 + 21,N E,fey,,,M,17,16,16,13,9,7,,,,,,,,,,1,,4,,,,,,,,,,,,,,11,D,30,,,,,,,,20,TRUE,"[""Amphibious"",""Camouflage"",""Keen Senses"",""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled"",""poisoned"",""restrained""]","P,S","[""constitution""]",,FALSE,,,,FALSE,,,,"[""charmed"",""poisoned"",""unconscious""]","[""Giant"",""Sylvan""]","GI,S",,"forest, swamp, underwater","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Rutterkin,FALSE,,2,12,37,5d8 + 15,C E,fiend,demon,,M,14,15,17,5,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,SD,20,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,"[""frightened"",""poisoned"",""restrained""]",P,"[""constitution"",""wisdom""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning""]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,,"DIS, MW",MTF,FALSE,,,,,,TRUE,
Rutterkin,FALSE,,2,12,37,5d8 + 15,C E,fiend,demon,,M,14,15,17,5,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,SD,20,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,"[""frightened"",""poisoned"",""restrained""]",P,"[""constitution"",""wisdom""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning""]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,,"DIS, MW",MPMM,FALSE,,,,,,,
Spined Devil,,,2,13,22,5d6 + 5,L E,fiend,devil,,S,10,15,12,11,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,12,SD,20,,,,,,40,,,TRUE,"[""Devil's Sight"",""Flyby"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"F,P,S",,,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP",,,"MW, RW",MM,FALSE,,,,,,TRUE,
Fewmaster Gholcag,TRUE,TRUE,2,14,59,7d10 + 21,C E,giant,,,L,19,8,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI","greatclub, javelin",,"MLW,MW, RW, THW",DSotDQ,FALSE,,,,,,,
Ogre,,,2,11,59,7d10 + 21,C E,giant,,,L,19,8,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI","greatclub, javelin","grassland, forest, swamp, hill, desert, coastal, arctic, underdark, mountain","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Ogre Bolt Launcher,FALSE,,2,13,59,7d10 + 21,C E,giant,,,L,19,12,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI",,"grassland, hill, mountain","MW, RW",MTF,FALSE,,,,,,TRUE,
Ogre Bolt Launcher,FALSE,,2,13,59,7d10 + 21,C E,giant,,,L,19,12,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI",,"grassland, hill, mountain","MW, RW",MPMM,FALSE,,,,,,,
Ogre Howdah,FALSE,,2,15,59,7d10 + 21,C E,giant,,,L,19,8,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI",mace,"grassland, hill, mountain","MLW,MW",MPMM,FALSE,,,,,,,
Ogre Howdah,FALSE,,2,13,59,7d10 + 21,C E,giant,,,L,19,8,16,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,D,40,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI",mace,"grassland, hill","MLW,MW",MTF,FALSE,,,,,,TRUE,
Bandit Captain,,,2,15,65,10d8 + 20,NX C G NY E,humanoid,any,,M,15,16,14,14,11,14,,,2,,5,4,,,,,,,,,,4,4,,,,,,,,,10,,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack"",""Parry""]",FALSE,TRUE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""any two languages""]",X,"dagger, scimitar","coastal, hill, arctic, urban, forest, desert","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Behtu,FALSE,,2,14,52,8d6 + 24,C E,humanoid,,,S,17,16,16,12,11,7,,,,,5,,,,,,,5,,,,5,,,,,,,,,,10,D,20,,,,20,,,,,FALSE,,,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,"[""poisoned""]","F,I,P","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning""]",,,,"[""Behtu"",""Common"",""Infernal""]","C,I",spear,forest,"AOE, MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Berserker,,,2,13,67,9d8 + 27,C G NY E,humanoid,any,,M,16,12,17,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,,FALSE,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X",greataxe,"coastal, mountain, hill, arctic, forest, desert","MLW,MW",MM,FALSE,,,,,,TRUE,
Black Earth Guard,FALSE,FALSE,2,18,39,6d8 + 12,N E,humanoid,Human,,M,17,11,14,10,10,9,,,,,,,,,,2,,,,,,,,1,,,,,,,,12,,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,morningstar,,"MLW,MW",PotA,FALSE,,,,,,,
Blindheim,FALSE,,2,14,26,4d8 + 8,C N,humanoid,blindheim,,M,13,16,15,8,10,9,,,,,,,,,,2,,,,,,3,,,,,,,,,,12,,30,,,,,,,,,TRUE,,,,,,,TRUE,,FALSE,FALSE,"[""blinded""]","P,R","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Undercommon""]",U,,,"AOE, MW",MFF,FALSE,,,,,,,
