,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
473,night-blade,0,1/4,humanoid (human),Medium,12,11,0,chaotic evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
474,night-hag,https://www.aidedd.org/dnd/monstres.php?vo=night-hag,5,fiend,Medium,17,112,0,neutral evil,0,Monster Manual (SRD),18.0,15.0,16.0,16.0,14.0,16.0
475,nightmare,https://www.aidedd.org/dnd/monstres.php?vo=nightmare,3,fiend,Large,13,68,fly,neutral evil,0,Monster Manual (SRD),18.0,15.0,16.0,10.0,13.0,15.0
476,nightwalker,0,20,undead,Huge,14,297,fly,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
477,nilbog,https://www.aidedd.org/dnd/monstres.php?vo=nilbog,1,humanoid (goblinoid),Small,13,7,0,chaotic evil,0,Volo's Guide to Monsters,8.0,14.0,10.0,10.0,8.0,15.0
478,noble,https://www.aidedd.org/dnd/monstres.php?vo=noble,1/8,humanoid (any race),Medium,15,9,0,any alignment,0,Monster Manual (SRD),11.0,12.0,11.0,12.0,14.0,16.0
479,nothic,https://www.aidedd.org/dnd/monstres.php?vo=nothic,2,aberration,Medium,15,45,0,neutral evil,0,Monster Manual,14.0,16.0,16.0,13.0,10.0,8.0
480,nupperibo,0,1/2,fiend (devil),Medium,13,11,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
481,nycaloth,https://www.aidedd.org/dnd/monstres.php?vo=nycaloth,9,fiend (yugoloth),Large,18,123,fly,neutral evil,0,Monster Manual (BR),20.0,11.0,19.0,12.0,10.0,15.0
482,oblex-spawn,0,1/4,ooze,Tiny,13,18,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
483,ochre-jelly,https://www.aidedd.org/dnd/monstres.php?vo=ochre-jelly,2,ooze,Large,8,45,0,unaligned,0,Monster Manual (SRD),15.0,6.0,14.0,2.0,6.0,1.0
484,octopus,https://www.aidedd.org/dnd/monstres.php?vo=octopus,0,beast,Small,12,3,swim,unaligned,0,Monster Manual (SRD),4.0,15.0,11.0,3.0,10.0,4.0
485,ogre,https://www.aidedd.org/dnd/monstres.php?vo=ogre,2,giant,Large,11,59,0,chaotic evil,0,Monster Manual (SRD),19.0,8.0,16.0,5.0,7.0,7.0
486,ogre-battering-ram,0,4,giant,Large,14,59,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
487,ogre-bolt-launcher,0,2,giant,Large,13,59,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
488,ogre-chain-brute,0,3,giant,Large,11,59,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
489,ogre-howdah,0,2,giant,Large,13,59,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
490,ogre-zombie,https://www.aidedd.org/dnd/monstres.php?vo=ogre-zombie,2,undead,Large,8,85,0,neutral evil,0,Monster Manual (SRD),19.0,6.0,18.0,3.0,6.0,5.0
491,ogremoch,0,20,elemental,Gargantuan,20,526,0,neutral evil,0,Adventures (Princes of the Apocalypse),0.0,0.0,0.0,0.0,0.0,0.0
492,oinoloth,0,12,fiend (yugoloth),Medium,17,126,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
493,olhydra,0,18,elemental,Huge,18,324,swim,neutral evil,0,Adventures (Princes of the Apocalypse),0.0,0.0,0.0,0.0,0.0,0.0
494,oni,https://www.aidedd.org/dnd/monstres.php?vo=oni,7,giant,Large,16,110,fly,lawful evil,0,Monster Manual (SRD),19.0,11.0,16.0,14.0,12.0,15.0
495,orc,https://www.aidedd.org/dnd/monstres.php?vo=orc,1/2,humanoid (orc),Medium,13,15,0,chaotic evil,0,Monster Manual (SRD),16.0,12.0,16.0,7.0,11.0,10.0
496,orc-blade-of-ilneval,0,4,humanoid (orc),Medium,18,60,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
497,orc-claw-of-luthic,0,2,humanoid (orc),Medium,14,45,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
498,orc-eye-of-gruumsh,https://www.aidedd.org/dnd/monstres.php?vo=orc-eye-of-gruumsh,2,humanoid (orc),Medium,16,45,0,chaotic evil,0,Monster Manual (BR),16.0,12.0,16.0,9.0,13.0,12.0
499,orc-hand-of-yurtrus,0,2,humanoid (orc),Medium,12,30,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
500,orc-red-fang-of-shargaas,0,3,humanoid (orc),Medium,15,52,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
501,orc-war-chief,0,4,humanoid (orc),Medium,16,93,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
502,orcus,https://www.aidedd.org/dnd/monstres.php?vo=orcus,26,fiend (demon),Huge,17,405,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,27.0,14.0,25.0,20.0,20.0,25.0
503,orog,https://www.aidedd.org/dnd/monstres.php?vo=orog,2,humanoid (orc),Medium,18,42,0,chaotic evil,0,Monster Manual (BR),18.0,12.0,18.0,12.0,11.0,12.0
504,orthon,0,10,fiend (devil),Large,17,105,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
505,otyugh,https://www.aidedd.org/dnd/monstres.php?vo=otyugh,5,aberration,Large,14,114,0,neutral,0,Monster Manual (SRD),16.0,11.0,19.0,6.0,13.0,6.0
506,owl,https://www.aidedd.org/dnd/monstres.php?vo=owl,0,beast,Tiny,11,1,fly,unaligned,0,Monster Manual (SRD),3.0,13.0,8.0,2.0,12.0,7.0
507,owlbear,https://www.aidedd.org/dnd/monstres.php?vo=owlbear,3,monstrosity,Large,13,59,0,unaligned,0,Monster Manual (SRD),20.0,12.0,17.0,3.0,12.0,7.0
508,panther,https://www.aidedd.org/dnd/monstres.php?vo=panther,1/4,beast,Medium,12,13,0,unaligned,0,Monster Manual (SRD),14.0,15.0,10.0,3.0,14.0,7.0
509,pegasus,https://www.aidedd.org/dnd/monstres.php?vo=pegasus,2,celestial,Large,12,59,fly,chaotic good,0,Monster Manual (SRD),18.0,15.0,16.0,10.0,15.0,13.0
510,pentadrone,0,2,construct,Large,16,32,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
511,peryton,https://www.aidedd.org/dnd/monstres.php?vo=peryton,2,monstrosity,Medium,13,33,fly,chaotic evil,0,Monster Manual (BR),16.0,12.0,13.0,9.0,12.0,10.0
512,phase-spider,https://www.aidedd.org/dnd/monstres.php?vo=phase-spider,3,monstrosity,Large,13,32,0,unaligned,0,Monster Manual (SRD),15.0,15.0,12.0,6.0,10.0,6.0
513,phoenix,0,16,elemental,Gargantuan,18,175,fly,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
514,piercer,https://www.aidedd.org/dnd/monstres.php?vo=piercer,1/2,monstrosity,Medium,15,22,0,unaligned,0,Monster Manual (BR),10.0,13.0,16.0,1.0,7.0,3.0
515,pit-fiend,https://www.aidedd.org/dnd/monstres.php?vo=pit-fiend,20,fiend (devil),Large,19,300,fly,lawful evil,0,Monster Manual (SRD),26.0,14.0,24.0,22.0,18.0,24.0
516,pixie,0,1/4,fey,Tiny,15,1,fly,neutral good,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
517,planetar,https://www.aidedd.org/dnd/monstres.php?vo=planetar,16,celestial,Large,19,200,fly,lawful good,0,Monster Manual (SRD),24.0,20.0,24.0,19.0,22.0,25.0
518,plesiosaurus,https://www.aidedd.org/dnd/monstres.php?vo=plesiosaurus,2,beast,Large,13,68,swim,unaligned,0,Monster Manual (SRD),18.0,15.0,16.0,2.0,12.0,5.0
519,poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=poisonous-snake,1/8,beast,Tiny,13,2,swim,unaligned,0,Monster Manual (SRD),2.0,16.0,11.0,1.0,10.0,3.0
520,polar-bear,https://www.aidedd.org/dnd/monstres.php?vo=polar-bear,2,beast,Large,12,42,swim,unaligned,0,Monster Manual (SRD),20.0,10.0,16.0,2.0,13.0,7.0
521,pony,https://www.aidedd.org/dnd/monstres.php?vo=pony,1/8,beast,Medium,10,11,0,unaligned,0,Monster Manual (SRD),15.0,10.0,13.0,2.0,11.0,7.0
522,priest,https://www.aidedd.org/dnd/monstres.php?vo=priest,2,humanoid (any race),Medium,13,27,0,any alignment,0,Monster Manual (SRD),10.0,10.0,12.0,13.0,16.0,13.0
523,pseudodragon,https://www.aidedd.org/dnd/monstres.php?vo=pseudodragon,1/4,dragon,Tiny,13,7,fly,neutral good,0,Monster Manual (SRD),6.0,15.0,13.0,10.0,12.0,10.0
524,pterafolk,0,1,monstrosity,Large,12,26,fly,neutral evil,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
525,pteranodon,https://www.aidedd.org/dnd/monstres.php?vo=pteranodon,1/4,beast,Medium,13,13,fly,unaligned,0,Monster Manual (SRD),12.0,15.0,10.0,2.0,9.0,5.0
526,purple-worm,https://www.aidedd.org/dnd/monstres.php?vo=purple-worm,15,monstrosity,Gargantuan,18,247,0,unaligned,0,Monster Manual (SRD),28.0,7.0,22.0,1.0,8.0,4.0
527,purple-wormling,0,2,monstrosity,Large,12,42,0,unaligned,0,Adventures (Storm King's Thunder),0.0,0.0,0.0,0.0,0.0,0.0
528,quadrone,0,1,construct,Medium,16,22,fly,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
529,quaggoth,0,2,humanoid (quaggoth),Medium,13,45,0,chaotic neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
530,quaggoth-spore-servant,0,1,plant,Medium,13,45,0,unaligned,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
531,quasit,https://www.aidedd.org/dnd/monstres.php?vo=quasit,1,"fiend (demon, shapechanger)",Tiny,13,7,0,chaotic evil,0,Monster Manual (SRD),5.0,17.0,10.0,7.0,10.0,10.0
532,quetzalcoatlus,https://www.aidedd.org/dnd/monstres.php?vo=quetzalcoatlus,2,beast,Huge,13,30,fly,unaligned,0,Volo's Guide to Monsters,15.0,13.0,13.0,2.0,10.0,5.0
533,quickling,0,1,fey,Tiny,16,10,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
534,quipper,https://www.aidedd.org/dnd/monstres.php?vo=quipper,0,beast,Tiny,13,1,swim,unaligned,0,Monster Manual (SRD),2.0,16.0,9.0,1.0,7.0,2.0
535,rakshasa,https://www.aidedd.org/dnd/monstres.php?vo=rakshasa,13,fiend,Medium,16,110,0,lawful evil,0,Monster Manual (SRD),14.0,17.0,18.0,13.0,16.0,20.0
536,rat,https://www.aidedd.org/dnd/monstres.php?vo=rat,0,beast,Tiny,10,1,0,unaligned,0,Monster Manual (SRD),2.0,11.0,9.0,2.0,10.0,4.0
537,raven,https://www.aidedd.org/dnd/monstres.php?vo=raven,0,beast,Tiny,12,1,fly,unaligned,0,Monster Manual (SRD),2.0,14.0,8.0,2.0,12.0,6.0
538,reaper-of-bhaal,0,2,humanoid (human),Medium,15,27,0,chaotic evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
539,red-abishai,0,19,fiend (devil),Medium,22,255,fly,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
540,red-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=red-dragon-wyrmling,4,dragon,Medium,17,75,fly,chaotic evil,0,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
541,red-slaad,0,5,aberration,Large,14,93,0,chaotic neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
542,redcap,0,3,fey,Small,13,45,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
543,reef-manta-ray,https://www.aidedd.org/dnd/monstres.php?vo=reef-manta-ray,1/2,beast,Large,12,16,swim,unaligned,0,Extra (AideDD),13.0,12.0,12.0,1.0,12.0,4.0
544,reef-shark,https://www.aidedd.org/dnd/monstres.php?vo=reef-shark,1/2,beast,Medium,12,22,swim,unaligned,0,Monster Manual (SRD),14.0,13.0,13.0,1.0,10.0,4.0
545,remorhaz,https://www.aidedd.org/dnd/monstres.php?vo=remorhaz,11,monstrosity,Huge,17,195,0,unaligned,0,Monster Manual (SRD),24.0,13.0,21.0,4.0,10.0,5.0
546,retriever,0,14,construct,Large,19,210,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
547,revenant,https://www.aidedd.org/dnd/monstres.php?vo=revenant,5,undead,Medium,13,136,0,neutral,0,Monster Manual (BR),18.0,14.0,18.0,13.0,16.0,18.0
548,rhinoceros,https://www.aidedd.org/dnd/monstres.php?vo=rhinoceros,2,beast,Large,11,45,0,unaligned,0,Monster Manual (SRD),21.0,8.0,15.0,2.0,12.0,6.0
549,riding-horse,https://www.aidedd.org/dnd/monstres.php?vo=riding-horse,1/4,beast,Large,10,13,0,unaligned,0,Monster Manual (SRD),16.0,10.0,12.0,2.0,11.0,7.0
550,roc,https://www.aidedd.org/dnd/monstres.php?vo=roc,11,monstrosity,Gargantuan,15,248,fly,unaligned,0,Monster Manual (SRD),28.0,10.0,20.0,3.0,10.0,9.0
551,roper,https://www.aidedd.org/dnd/monstres.php?vo=roper,5,monstrosity,Large,20,93,0,neutral evil,0,Monster Manual (SRD),18.0,8.0,17.0,7.0,16.0,6.0
552,rot-troll,0,9,giant,Large,16,138,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
553,rug-of-smothering,https://www.aidedd.org/dnd/monstres.php?vo=rug-of-smothering,2,construct,Large,12,33,0,unaligned,0,Monster Manual (SRD),17.0,14.0,10.0,1.0,3.0,1.0
554,rust-monster,https://www.aidedd.org/dnd/monstres.php?vo=rust-monster,1/2,monstrosity,Medium,14,27,0,unaligned,0,Monster Manual (SRD),13.0,12.0,13.0,2.0,13.0,6.0
555,rutterkin,0,2,fiend (demon),Medium,12,37,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
556,saber-toothed-tiger,https://www.aidedd.org/dnd/monstres.php?vo=saber-toothed-tiger,2,beast,Large,12,52,0,unaligned,0,Monster Manual (SRD),18.0,14.0,15.0,3.0,12.0,8.0
557,sahuagin,https://www.aidedd.org/dnd/monstres.php?vo=sahuagin,1/2,humanoid (sahuagin),Medium,12,22,swim,lawful evil,0,Monster Manual (SRD),13.0,11.0,12.0,12.0,13.0,9.0
558,sahuagin-baron,0,5,humanoid (sahuagin),Large,16,76,swim,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
559,sahuagin-priestess,0,2,humanoid (sahuagin),Medium,12,33,swim,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
560,salamander,https://www.aidedd.org/dnd/monstres.php?vo=salamander,5,elemental,Large,15,90,0,neutral evil,0,Monster Manual (SRD),18.0,14.0,15.0,11.0,10.0,12.0
561,satyr,https://www.aidedd.org/dnd/monstres.php?vo=satyr,1/2,fey,Medium,14,31,0,chaotic neutral,0,Monster Manual (SRD),12.0,16.0,11.0,12.0,10.0,14.0
562,scarecrow,0,1,construct,Medium,11,36,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
563,scorpion,https://www.aidedd.org/dnd/monstres.php?vo=scorpion,0,beast,Tiny,11,1,0,unaligned,0,Monster Manual (SRD),2.0,11.0,8.0,1.0,8.0,2.0
564,scout,https://www.aidedd.org/dnd/monstres.php?vo=scout,1/2,humanoid (any race),Medium,13,16,0,any alignment,0,Monster Manual (SRD),11.0,14.0,12.0,11.0,13.0,11.0
565,sea-hag,https://www.aidedd.org/dnd/monstres.php?vo=sea-hag,2,fey,Medium,14,52,swim,chaotic evil,0,Monster Manual (SRD),16.0,13.0,16.0,12.0,12.0,13.0
566,sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=sea-horse,0,beast,Tiny,11,1,swim,unaligned,0,Monster Manual (SRD),1.0,12.0,8.0,1.0,10.0,2.0
567,sea-spawn,0,1,humanoid,Medium,11,32,swim,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
568,shadow,https://www.aidedd.org/dnd/monstres.php?vo=shadow,1/2,undead,Medium,12,16,0,chaotic evil,0,Monster Manual (SRD),6.0,14.0,13.0,6.0,10.0,8.0
569,shadow-dancer,0,7,humanoid (elf),Medium,15,71,0,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
570,shadow-demon,https://www.aidedd.org/dnd/monstres.php?vo=shadow-demon,4,fiend (demon),Medium,13,66,fly,chaotic evil,0,Monster Manual (BR),1.0,17.0,12.0,14.0,13.0,14.0
571,shadow-mastiff,0,2,monstrosity,Medium,12,33,0,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
572,shambling-mound,https://www.aidedd.org/dnd/monstres.php?vo=shambling-mound,5,plant,Large,15,136,swim,unaligned,0,Monster Manual (SRD),18.0,8.0,16.0,5.0,10.0,5.0
573,shield-guardian,https://www.aidedd.org/dnd/monstres.php?vo=shield-guardian,7,construct,Large,17,142,0,unaligned,0,Monster Manual (SRD),18.0,8.0,18.0,7.0,10.0,3.0
574,shoosuva,0,8,fiend (demon),Large,14,110,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
575,shrieker,https://www.aidedd.org/dnd/monstres.php?vo=shrieker,0,plant,Medium,5,13,0,unaligned,0,Monster Manual (SRD),1.0,1.0,10.0,1.0,3.0,1.0
576,sibriex,https://www.aidedd.org/dnd/monstres.php?vo=sibriex,18,fiend (demon),Huge,19,150,fly,chaotic evil,Legendary,Mordenkainen's Tome of Foes,10.0,3.0,23.0,25.0,24.0,25.0
577,silver-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=silver-dragon-wyrmling,2,dragon,Medium,17,45,fly,lawful good,0,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
578,skeleton,https://www.aidedd.org/dnd/monstres.php?vo=skeleton,1/4,undead,Medium,13,13,0,lawful evil,0,Monster Manual (SRD),10.0,14.0,15.0,6.0,8.0,5.0
579,skulk,0,1/2,humanoid,Medium,14,18,0,chaotic neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
580,skull-lasher-of-myrkul,0,1,humanoid (human),Medium,12,32,0,neutral evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
581,skull-lord,0,15,undead,Medium,18,105,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
582,slaad-tadpole,0,1/8,aberration,Tiny,12,10,0,chaotic neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
583,slithering-tracker,https://www.aidedd.org/dnd/monstres.php?vo=slithering-tracker,3,ooze,Medium,14,32,swim,chaotic evil,0,Volo's Guide to Monsters,16.0,19.0,15.0,10.0,14.0,11.0
584,smoke-mephit,https://www.aidedd.org/dnd/monstres.php?vo=smoke-mephit,1/4,elemental,Small,12,22,fly,neutral evil,0,Monster Manual (SRD),6.0,14.0,12.0,10.0,10.0,11.0
585,solar,https://www.aidedd.org/dnd/monstres.php?vo=solar,21,celestial,Large,21,243,fly,lawful good,Legendary,Monster Manual (SRD),26.0,22.0,26.0,25.0,25.0,30.0
586,soul-monger,0,11,humanoid (elf),Medium,15,123,0,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
587,spawn-of-kyuss,0,5,undead,Medium,10,76,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
588,spectator,https://www.aidedd.org/dnd/monstres.php?vo=spectator,3,aberration,Medium,14,39,fly,lawful neutral,0,Monster Manual,8.0,14.0,14.0,13.0,14.0,11.0
589,specter,https://www.aidedd.org/dnd/monstres.php?vo=specter,1,undead,Medium,12,22,fly,chaotic evil,0,Monster Manual (SRD),1.0,14.0,11.0,10.0,10.0,11.0
590,spellcaster-healer-lvl-1,0,0,humanoid (any race),Medium,12,9,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
591,spellcaster-healer-lvl-2,0,0,humanoid (any race),Medium,12,13,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
592,spellcaster-healer-lvl-3,0,0,humanoid (any race),Medium,12,18,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
593,spellcaster-healer-lvl-4,0,0,humanoid (any race),Medium,12,22,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
594,spellcaster-healer-lvl-5,0,0,humanoid (any race),Medium,12,27,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
595,spellcaster-healer-lvl-6,0,0,humanoid (any race),Medium,12,31,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
596,spellcaster-mage-lvl-1,0,0,humanoid (any race),Medium,12,9,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
597,spellcaster-mage-lvl-2,0,0,humanoid (any race),Medium,12,13,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
598,spellcaster-mage-lvl-3,0,0,humanoid (any race),Medium,12,18,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
599,spellcaster-mage-lvl-4,0,0,humanoid (any race),Medium,12,22,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
600,spellcaster-mage-lvl-5,0,0,humanoid (any race),Medium,12,27,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
601,spellcaster-mage-lvl-6,0,0,humanoid (any race),Medium,12,31,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
602,spider,https://www.aidedd.org/dnd/monstres.php?vo=spider,0,beast,Tiny,12,1,0,unaligned,0,Monster Manual (SRD),2.0,14.0,8.0,1.0,10.0,2.0
603,spined-devil,0,2,fiend (devil),Small,13,22,fly,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
604,spirit-naga,https://www.aidedd.org/dnd/monstres.php?vo=spirit-naga,8,monstrosity,Large,15,75,0,chaotic evil,0,Monster Manual (SRD),18.0,17.0,14.0,16.0,15.0,16.0
605,spirit-troll,0,11,giant,Large,17,97,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
606,spring-eladrin,0,10,fey (elf),Medium,19,127,0,chaotic neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
607,sprite,https://www.aidedd.org/dnd/monstres.php?vo=sprite,1/4,fey,Tiny,15,2,fly,neutral good,0,Monster Manual (SRD),3.0,18.0,10.0,14.0,13.0,11.0
608,spy,https://www.aidedd.org/dnd/monstres.php?vo=spy,1,humanoid (any race),Medium,12,27,0,any alignment,0,Monster Manual (SRD),10.0,15.0,10.0,12.0,14.0,16.0
609,star-spawn-grue,0,1/4,aberration,Small,11,17,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
610,star-spawn-hulk,0,10,aberration,Large,16,136,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
611,star-spawn-larva-mage,0,16,aberration,Medium,16,168,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
612,star-spawn-mangler,0,5,aberration,Medium,14,71,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
613,star-spawn-seer,0,13,aberration,Medium,17,153,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
614,steam-mephit,https://www.aidedd.org/dnd/monstres.php?vo=steam-mephit,1/4,elemental,Small,10,21,fly,neutral evil,0,Monster Manual (SRD),5.0,11.0,10.0,11.0,10.0,12.0
615,steel-predator,0,16,construct,Large,20,207,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
616,stegosaurus,0,4,beast,Huge,13,76,0,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
617,stirge,https://www.aidedd.org/dnd/monstres.php?vo=stirge,1/8,beast,Tiny,14,2,fly,unaligned,0,Monster Manual (SRD),4.0,16.0,11.0,2.0,8.0,6.0
618,stone-cursed,0,1,construct,Medium,17,19,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
619,stone-giant,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant,7,giant,Huge,17,126,0,neutral,0,Monster Manual (SRD),23.0,15.0,20.0,10.0,12.0,9.0
620,stone-giant-dreamwalker,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant-dreamwalker,10,giant (stone giant),Huge,18,161,0,chaotic neutral,0,Volo's Guide to Monsters,23.0,14.0,21.0,10.0,8.0,12.0
621,stone-golem,https://www.aidedd.org/dnd/monstres.php?vo=stone-golem,10,construct,Large,17,178,0,unaligned,0,Monster Manual (SRD),22.0,9.0,20.0,3.0,11.0,1.0
622,stone-juggernaut,0,12,construct,Large,15,157,0,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
623,storm-giant,https://www.aidedd.org/dnd/monstres.php?vo=storm-giant,13,giant,Huge,16,230,swim,chaotic good,0,Monster Manual (SRD),29.0,14.0,20.0,16.0,18.0,18.0
624,storm-giant-quintessent,0,16,giant (storm giant),Huge,12,230,"fly, swim",chaotic good,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
625,strahd-von-zarovich,0,15,undead (shapechanger),Medium,16,144,0,lawful evil,0,Adventures (Curse of Strahd),0.0,0.0,0.0,0.0,0.0,0.0
626,su-monster,0,1,monstrosity,Medium,12,27,0,chaotic evil,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
627,succubus,https://www.aidedd.org/dnd/monstres.php?vo=succubus,4,fiend (shapechanger),Medium,15,66,fly,neutral evil,0,Monster Manual (SRD),8.0,17.0,13.0,15.0,12.0,20.0
628,summer-eladrin,0,10,fey (elf),Medium,19,127,0,chaotic neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
629,swarm-of-bats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-bats,1/4,swarm of Tiny beasts,Medium,12,22,fly,unaligned,0,Monster Manual (SRD),5.0,15.0,10.0,2.0,12.0,4.0
630,swarm-of-cranium-rats,0,5,swarm of Tiny beasts,Medium,12,36,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
631,swarm-of-insects,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-insects,1/2,swarm of Tiny beasts,Medium,12,22,0,unaligned,0,Monster Manual (SRD),3.0,13.0,10.0,1.0,7.0,1.0
