name,cr,type,size,ac,hp,speed,Walk Speed,Swim Speed,Fly Speed,Climb Speed,Burrow Speed,align,legendary,source,str,dex,con,int,wis,cha
yellow-musk-zombie,1/4,undead,Medium,9,33,,,,,,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
yeth-hound,4,fey,Large,14,51,fly,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
yeti,3,monstrosity,Large,12,51,,,,,,,chaotic evil,,Monster Manual (SRD),18,13,16,8,12,7
yochlol,10,fiend (demon),Medium,15,136,,,,,,,chaotic evil,,Monster Manual,,,,,,
young-black-dragon,7,dragon,Large,18,127,"fly, swim",,,,,,chaotic evil,,Monster Manual (SRD),19,14,17,12,11,15
young-blue-dragon,9,dragon,Large,18,152,fly,,,,,,lawful evil,,Monster Manual (SRD),21,10,19,14,13,17
young-brass-dragon,6,dragon,Large,17,110,fly,,,,,,chaotic good,,Monster Manual (SRD),19,10,17,12,11,15
young-bronze-dragon,8,dragon,Large,18,142,"fly, swim",,,,,,lawful good,,Monster Manual (SRD),21,10,19,14,13,17
young-copper-dragon,7,dragon,Large,17,119,fly,,,,,,chaotic good,,Monster Manual (SRD),19,12,17,16,13,15
young-gold-dragon,10,dragon,Large,18,178,"fly, swim",,,,,,lawful good,,Monster Manual (SRD),23,14,21,16,13,20
young-green-dragon,8,dragon,Large,18,136,"fly, swim",,,,,,lawful evil,,Monster Manual (SRD),19,12,17,16,13,15
young-kruthik,1/8,monstrosity,Small,16,9,,,,,,,unaligned,,Mordenkainen's Tome of Foes,,,,,,
young-red-dragon,10,dragon,Large,18,178,fly,,,,,,chaotic evil,,Monster Manual (SRD),23,10,21,14,11,19
young-red-shadow-dragon,13,dragon,Large,18,178,fly,,,,,,chaotic evil,,Monster Manual,,,,,,
young-remorhaz,5,monstrosity,Large,14,93,,,,,,,unaligned,,Monster Manual,,,,,,
young-silver-dragon,9,dragon,Large,18,168,fly,,,,,,lawful good,,Monster Manual (SRD),23,10,21,14,11,19
young-white-dragon,6,dragon,Large,17,133,"fly, swim",,,,,,chaotic evil,,Monster Manual (SRD),18,10,18,6,11,12
yuan-ti-abomination,7,monstrosity,Large,15,127,,,,,,,neutral evil,,Monster Manual (BR),19,16,17,17,15,18
yuan-ti-anathema,12,monstrosity,Huge,16,189,swim,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
yuan-ti-broodguard,2,humanoid,Medium,14,45,,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
yuan-ti-malison,3,monstrosity,Medium,12,66,,,,,,,neutral evil,,Monster Manual (BR),16,14,13,14,12,16
yuan-ti-mind-whisperer,4,monstrosity,Medium,14,71,,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
yuan-ti-nightmare-speaker,4,monstrosity,Medium,14,71,,,,,,,neutral evil,,Volo's Guide to Monsters,16,14,13,14,12,16
yuan-ti-pit-master,5,monstrosity,Medium,14,88,,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
yuan-ti-pureblood,1,humanoid,Medium,11,40,,,,,,,neutral evil,,Monster Manual (BR),11,12,11,13,12,14
zaratan,22,elemental,Gargantuan,21,307,swim,,,,,,neutral,,Mordenkainen's Tome of Foes,,,,,,
zariel,26,fiend (devil),Large,21,580,fly,,,,,,lawful evil,Legendary,Mordenkainen's Tome of Foes,27,24,28,26,27,30
zombie,1/4,undead,Medium,8,22,,,,,,,neutral evil,,Monster Manual (SRD),13,6,16,3,6,5
zuggtmoy,23,fiend (demon),Large,18,304,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
