,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,hp/average_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,_copy/_mod/trait/items/entries_missing,_copy/_mod/trait/items/name_missing,legendaryActions_missing,legendary_missing,summonedBySpellLevel_missing,sidekickHidden_missing
3057,Giant Strider,,,4,14,22.0,3d10 + 6,N E,monstrosity,,,L,18,13,14,4,12,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,,50.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Damage Absorption""]",,,,,,True,,,False,,"F,P","[""dexterity""]",-1.0,0,,,,False,,,"[""fire""]",,,,,"underdark, mountain, hill","AOE, MW",VGM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
290,Anvilwrought Raptor,False,,2,14,18.0,4d4 + 8,U,construct,,,T,12,16,14,3,14,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14,SD,10.0,,-1.0,,-1.0,,60.0,,-1.0,-1.0,-1.0,True,"[""Keen Senses""]",,,,,,True,"[""Multiattack""]",,False,,P,,-1.0,0,,,,False,,,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""paralyzed"",""petrified"",""poisoned""]","[""understands one language of its creator but can't speak""]",CS,,,MW,MOT,True,,True,1.0,"wizard, warlock",True,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1
3159,Dohwar,,,3,11,10.0,3d6,A,fey,,,S,5,12,11,11,14,13,-1.0,-1.0,4.0,-1.0,3.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,,12,,20.0,,-1.0,,-1.0,,-1.0,,20.0,-1.0,-1.0,True,,"[{""ability"":""cha"",""daily"":{""3"":[""{@spell detect thoughts}""]},""displayAs"":""action"",""headerEntries"":[""The dohwar casts the following spell, requiring no spell components and using Charisma as the spellcasting ability (spell save {@dc 11}):""],""name"":""Spellcasting (Psionics)"",""type"":""spellcasting""}]",,P,,"[""wisdom""]",True,,,False,,P,,-1.0,0,,,,False,,,,,"[""Common"",""Dohwar"",""telepathy 30 ft. (see also Merging below)""]","C,TP",,,MW,BAM,False,,,-1.0,,,,-1.0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
2437,Martial Arts Adept,,,6,16,60.0,11d8 + 11,A,humanoid,any,,M,11,17,13,11,16,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,5.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]",,True,"[""prone"",""stunned""]","B, P","[""constitution"",""dexterity"",""strength""]",-1.0,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",dart,urban,"MW, RW, THW",VGM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1633,Ras Nsi,True,True,10,15,-1.0,127 ({@dice 17d8 + 51}) reduced to 107; subtract 1 for each day that passes during the adventure,N E,monstrosity,"shapechanger, yuan-ti",,M,17,16,17,18,18,21,-1.0,-1.0,7.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,8.0,7.0,-1.0,-1.0,,14,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance"",""Shapechanger""]","[{""ability"":""cha"",""daily"":{""3"":[""{@spell suggestion}""]},""headerEntries"":[""Ras Nsi's innate spellcasting ability is Charisma (spell save {@dc 16}). He can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell animal friendship} (snakes only)""]},{""ability"":""int"",""headerEntries"":[""Ras Nsi is an 11th-level spellcaster. His spellcasting ability is Intelligence (spell save {@dc 15}, {@hit 7} to hit with spell attacks)."",""Ras Nsi has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell chill touch}"",""{@spell fire bolt}"",""{@spell mage hand}"",""{@spell mending}"",""{@spell poison spray}""]},""1"":{""slots"":4,""spells"":[""{@spell expeditious retreat}"",""{@spell false life}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell blindness/deafness}"",""{@spell hold person}"",""{@spell misty step}""]},""3"":{""slots"":3,""spells"":[""{@spell animate dead}"",""{@spell counterspell}"",""{@spell fireball}""]},""4"":{""slots"":3,""spells"":[""{@spell blight}"",""{@spell polymorph}""]},""5"":{""slots"":2,""spells"":[""{@spell contact other plane}"",""{@spell geas}""]},""6"":{""slots"":1,""spells"":[""{@spell create undead}""]}},""type"":""spellcasting""}]","F,I,N,O,Y","CW,I","[""blinded"",""charmed"",""deafened"",""paralyzed""]","[""constitution"",""dexterity"",""intelligence"",""wisdom""]",True,"[""Multiattack""]",,False,"[""grappled"",""restrained""]","B, F,I,P,S",,-1.0,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",flame tongue longsword,,"MLW,MW",ToA,False,,,-1.0,,,,-1.0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
72,Yeti Tyke,,,0,11,9.0,2d6 + 2,special,monstrosity,,,S,10,11,12,6,8,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,9,D,20.0,,-1.0,,20.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Camouflage"",""Keen Senses""]",,,,,,True,,,False,,"C,S",,-1.0,0,,,,False,,,"[""cold""]",,"[""understands Yeti but can't speak""]",OTH,,,MW,MGELFT,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2551,Karrnathi Undead Soldier,False,False,6,17,52.0,7d8 + 21,L E,undead,,,M,16,14,16,12,13,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Pack Tactics"",""Undead Fortitude""]",,,,,,True,"[""Multiattack"",""Parry""]",,True,,"P,S",,-1.0,0,,,,False,"[""cold"",""poison""]",,,"[""charmed"",""frightened"",""poisoned""]","[""Common""]",C,"longbow, longsword",,"MLW,MW, RNG, RW",ERLW,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1632,Maw of Sekolah,True,True,10,12,114.0,12d12 + 36,N E,monstrosity,,,H,21,12,17,2,14,7,-1.0,-1.0,-1.0,6.0,-1.0,8.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15,SD,0.0,,-1.0,,-1.0,,-1.0,,50.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Water Breathing""]",,,,,,True,"[""Multiattack""]",,False,,"B, P,S","[""dexterity""]",-1.0,0,,,,False,,,,,"[""Sahuagin"",""telepathy 100 ft.""]","OTH,TP",,,"MW, RCH",GoS,False,,,-1.0,,,,-1.0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
42,Hadozee Shipmate,,,0,12,9.0,2d8,A,humanoid,,,M,11,14,11,10,14,12,-1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,,14,,30.0,,-1.0,,30.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,,,True,,P,,-1.0,0,,,,False,,,,,"[""Common"",""Hadozee""]",C,dagger,,"MLW,MW, RW, THW",BAM,False,,,-1.0,,,,-1.0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
1892,Vila,False,,8,15,77.0,14d8 + 14,L N,fey,,,M,12,20,13,11,14,16,6.0,-1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,5.0,8.0,-1.0,8.0,-1.0,-1.0,8.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,adv,18,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]",,False,"[""stunned""]","I,P","[""wisdom""]",-1.0,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common"",""Sylvan""]","C,S","shortbow, shortsword",forest,"MLW,MW, RW",ToB1-2023,False,,,-1.0,,,,-1.0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2251,Plasmoid Boss,,,7,11,82.0,11d10 + 22,A,ooze,,,L,18,12,14,14,13,15,-1.0,-1.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,,13,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Amorphous"",""Hold Breath""]",,,,,,True,"[""Multiattack""]",,True,,B,,-1.0,0,,,,False,"[""acid"",""poison""]",,,,"[""Common""]",C,,,"MW, RCH",BAM,False,,,-1.0,,,,-1.0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1592,Blood Witch,False,,10,15,78.0,12d8 + 24,C E,humanoid,any,,M,16,14,15,13,9,19,7.0,-1.0,2.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,2.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,SD,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Devil's Sight""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell circle of death}"",""{@spell enthrall}"",""{@spell suggestion}""],""3e"":[""{@spell hellish rebuke}"",""{@spell hex}"",""{@spell scorching ray} (at 3rd level)""]},""headerEntries"":[""The witch's innate spellcasting ability is Charisma (spell save {@dc 15}, {@hit 7} to hit with spell attacks). The witch can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell alter self}"",""{@spell detect magic}"",""{@spell eldritch blast} (at 11th level)"",""{@spell false life}"",""{@spell levitate} (self only)"",""{@spell mage armor} (self only)""]}]","B, F,N,O,P,S",I,,"[""constitution"",""dexterity"",""wisdom""]",True,"[""Multiattack""]",,False,,"P,S","[""charisma""]",-1.0,0,,,,False,"[""psychic""]",,,,"[""Abyssal plus any one language (usually Common)""]","AB,C,X","longsword, shortsword",,"CUR, MLW,MW",GGR,False,,,-1.0,,,,-1.0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
975,Stone Juggernaut,False,False,15,15,157.0,15d10 + 75,U,construct,,,L,16,12,15,14,14,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,B,50.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Immutable Form"",""Regeneration"",""Siege Monster""]",,,,,,True,,,False,"[""prone""]",B,"[""dexterity"",""strength""]",-1.0,0,,,,False,,,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks not made with adamantine weapons""}]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone""]",,,,,MW,ToA,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1012,Cornelius Watson,True,,15,15,154.0,28d8 + 28,N G,humanoid,Human,,M,10,14,12,20,15,16,-1.0,9.0,6.0,-1.0,-1.0,-1.0,13.0,13.0,-1.0,6.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,16,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell foresight}"",""{@spell true seeing}""],""2e"":[""{@spell clairvoyance}"",""{@spell locate object}"",""{@spell scrying}""]},""displayAs"":""action"",""headerEntries"":[""Doc Watson casts one of the following spells using Intelligence as his spellcasting ability (spell save {@dc 17}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell detect magic}"",""{@spell identify}"",""{@spell mage armor}"",""{@spell Rary's telepathic bond}""]}]",,O,,"[""wisdom""]",True,"[""Multiattack""]",,False,,L,,-1.0,0,,,,False,"[{""special"":""damage from spells""}]",,,,"[""Celestial"",""Common"",""Dwarvish"",""Gnomish"",""Halfling"",""Infernal""]","C,CE,D,G,H,I",,,,MaBJoV,False,,,-1.0,,,,-1.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2471,Veteran,,,6,17,58.0,9d8 + 18,A,humanoid,any,,M,16,13,14,10,11,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,,,,,,True,"[""Multiattack""]",,False,,"P,S",,-1.0,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X","heavy crossbow, shortsword","coastal, mountain, grassland, hill, arctic, urban, forest, underdark","MLW,MW, RNG, RW",MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1639,Yuan-ti Abomination,,,10,15,127.0,15d10 + 45,N E,monstrosity,"shapechanger, yuan-ti",,L,19,16,17,17,15,18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance"",""Shapechanger""]","[{""ability"":""cha"",""daily"":{""1"":[""{@spell fear}""],""3"":[""{@spell suggestion}""]},""headerEntries"":[""The yuan-ti's innate spellcasting ability is Charisma (spell save {@dc 15}). The yuan-ti can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting (Abomination Form Only)"",""type"":""spellcasting"",""will"":[""{@spell animal friendship} (snakes only)""]}]",,"F,I","[""charmed"",""frightened""]","[""wisdom""]",True,"[""Multiattack""]",,False,"[""grappled"",""restrained""]","B, I,P,S",,-1.0,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Draconic""]","AB,C,DR","longbow, scimitar","forest, swamp, desert","MLW,MW, RCH, RNG, RW",MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
602,Valindra Shadowmantle,True,True,24,17,135.0,18d8 + 54,N E,undead,,,M,11,16,16,20,14,16,-1.0,12.0,9.0,10.0,-1.0,-1.0,19.0,12.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,19,U,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Rejuvenation"",""Turn Resistance""]","[{""ability"":""int"",""headerEntries"":[""Valindra is an 18th-level spellcaster. Her spellcasting ability is Intelligence (spell save {@dc 20}, {@hit 12} to hit with spell attacks). Valindra has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell mage hand}"",""{@spell prestidigitation}"",""{@spell ray of frost}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell magic missile}"",""{@spell shield}"",""{@spell thunderwave}""]},""2"":{""slots"":3,""spells"":[""{@spell detect thoughts}"",""{@spell invisibility}"",""{@spell Melf's acid arrow}"",""{@spell mirror image}""]},""3"":{""slots"":3,""spells"":[""{@spell animate dead}"",""{@spell counterspell}"",""{@spell dispel magic}"",""{@spell fireball}""]},""4"":{""slots"":3,""spells"":[""{@spell blight}"",""{@spell dimension door}""]},""5"":{""slots"":3,""spells"":[""{@spell cloudkill}"",""{@spell scrying}""]},""6"":{""slots"":1,""spells"":[""{@spell disintegrate}"",""{@spell globe of invulnerability}""]},""7"":{""slots"":1,""spells"":[""{@spell finger of death}"",""{@spell plane shift}""]},""8"":{""slots"":1,""spells"":[""{@spell dominate monster}"",""{@spell power word stun}""]},""9"":{""slots"":1,""spells"":[""{@spell power word kill}""]}},""type"":""spellcasting""}]","A, C,F,I,N,O,T",CW,"[""charmed"",""invisible"",""stunned""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",True,,,False,"[""frightened"",""paralyzed""]",C N,"[""constitution"",""wisdom""]",-1.0,0,,,,False,"[""cold"",""lightning"",""necrotic""]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Common"",""Abyssal"",""Draconic"",""Dwarvish"",""Elvish"",""Infernal""]","AB,C,D,DR,E,I",,,,ToA,False,,,-1.0,,,,-1.0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
3118,Flying Monkey,False,False,3,12,3.0,1d6,U,beast,,,S,8,14,11,5,12,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,,30.0,,-1.0,,20.0,,30.0,,-1.0,-1.0,-1.0,True,"[""Pack Tactics""]",,,,,,True,,,False,,P,,-1.0,0,,,,False,,,,,,,,,MW,ToA,True,,True,1.0,"wizard, warlock",,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1
172,Acolyte,,,1,10,9.0,2d8,A,humanoid,any,,M,10,10,10,10,14,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,2.0,-1.0,-1.0,,12,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,"[{""ability"":""wis"",""headerEntries"":[""The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 12}, {@hit 4} to hit with spell attacks). The acolyte has following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell light}"",""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":3,""spells"":[""{@spell bless}"",""{@spell cure wounds}"",""{@spell sanctuary}""]}},""type"":""spellcasting""}]",R,CC,,"[""dexterity"",""wisdom""]",True,,,False,,B,,-1.0,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",club,urban,"MLW,MW",MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
2851,Swarm of Hoard Scarabs,,,5,14,31.0,7d8,U,monstrosity,,True,M,6,16,11,3,8,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,9,"D, T",20.0,,20.0,,-1.0,,20.0,,-1.0,-1.0,-1.0,True,"[""False Appearance""]",,,,,,True,,"[{""entries"":[""The swarm releases magical glittering dust from its wings. Each creature within 10 feet of the swarm must succeed on a {@dc 13} Dexterity saving throw or be outlined in blue light for 10 minutes. While outlined in this way, a creature sheds dim light in a 10-foot radius and can't benefit from being {@condition invisible}. In addition, every Dragon within 1 mile of the creature becomes aware of it and can unerringly track the creature. Casting {@spell dispel magic} on the creature ends the effect on it.""],""name"":""Scale Dust (1/Day)""}]",False,,P,"[""dexterity""]",-1.0,0,,,,False,"[""bludgeoning"",""piercing"",""slashing""]",,,"[""charmed"",""frightened"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""stunned""]",,,,,"AOE, MW",FTD,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
2224,Weretiger,,,7,12,120.0,16d8 + 48,N,humanoid,"Human, shapechanger",,M,17,15,16,10,13,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Keen Senses"",""Pounce"",""Shapechanger""]",,,,,,True,"[""Multiattack""]",,False,"[""prone""]","P,S","[""constitution"",""strength""]",-1.0,0,,,,False,,,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't silvered""}]",,"[""Common (can't speak in tiger form)""]","C,CS","longbow, scimitar","grassland, forest, desert","CUR, MLW,MW, RNG, RW",MM,False,"[""Lycanthropes""]",,-1.0,,True,True,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1200,Stone Giant Dreamwalker,,,13,18,161.0,14d12 + 70,C N,giant,"stone giant""",,H,23,14,21,10,8,12,-1.0,-1.0,3.0,9.0,6.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]",,False,"[""charmed"",""petrified"",""prone""]",B,"[""charisma"",""constitution"",""strength""]",-1.0,0,,,,False,,,,"[""charmed"",""frightened""]","[""Common"",""Giant""]","C,GI",greatclub,"mountain, hill, coastal","MLW,MW, RCH, RW",VGM,False,,,-1.0,,,True,-1.0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
