,Unnamed: 0,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
2085,2085,Rust Drake,0,0,14,17,161,19d8 + 76,C E,dragon,,,M,20,15,19,12,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,D,30,,-1,,-1,,80,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,"[""paralyzed""]","B, I,P,S","[""constitution"",""dexterity""]",-1,0,,,,False,,"[""acid""]","[""poison""]","[""poisoned""]","[""Common"",""Draconic""]","C,DR",,urban,"AOE, DIS, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
2550,2550,Kamadan,0,1,10,13,67,9d10 + 18,U,monstrosity,,,L,16,16,14,3,14,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,30,,-1,,-1,,-1,,-1,True,"[""Keen Senses"",""Pounce""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,"[""prone"",""unconscious""]","I,P,S","[""constitution"",""strength""]",-1,0,,,,False,,,,,,,,,"AOE, MW",ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2887,2887,Noctiny,0,0,8,13,52,8d8 + 16,N E,humanoid,,,M,16,13,14,10,11,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,,"B, O",,-1,0,,,,False,,,,"[""frightened""]","[""Common""]",C,quarterstaff,any,"MLW,MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
2861,2861,Dankwood Duergar,0,0,8,18,26,4d8 + 8,special,humanoid,dwarf,,M,16,11,14,11,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,SD,25,,-1,,-1,,-1,,-1,True,"[""Sunlight Sensitivity""]",,,,,,True,,False,False,,B,"[""wisdom""]",-1,0,,,,False,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,,MW,MGELFT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2521,2521,Chapped Brute,0,0,10,13,95,10d8 + 50,L NX C NY E,humanoid,,,M,18,12,20,7,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,30,,-1,,-1,,-1,,-1,True,"[""Keen Senses""]",,,,,,True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,"[""necrotic""]",,,"[""blinded""]","[""understands one language but can't speak""]",CS,,,MW,GHLoE,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
44,44,Drow House Captain,0,0,15,16,162,25d8 + 50,A,humanoid,Elf,,M,14,19,15,12,14,13,-1,-1,6,6,8,-1,-1,-1,-1,6,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,SD,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,O,,"[""constitution"",""dexterity""]",True,"[""Multiattack"",""Parry""]",True,True,"[""poisoned"",""unconscious""]","I,P,S","[""constitution""]",-1,0,,,,False,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, scimitar, whip",underdark,"MLW,MW, RCH, RNG, RW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1659,1659,White Greatwyrm,0,0,33,22,533,26d20 + 260,C E,dragon,chromatic,,G,30,14,30,21,20,26,16,-1,13,18,10,-1,-1,-1,-1,21,-1,10,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,0,31,U,60,,60,,-1,,120,,60,True,"[""Legendary Resistances"",""Unusual Nature""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,"[""grappled"",""prone"",""restrained""]","B, C,O,P,S","[""dexterity"",""strength""]",-1,0,,,,True,,,"[""cold""]","[""charmed"",""frightened"",""poisoned""]","[""Common"",""Draconic""]","C,DR",,,"AOE, MLW,MW, RCH",FTD,False,"[""Chromatic Dragon""]",,-1,,True,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
568,568,Mahadi the Rakshasa,0,0,20,17,195,23d8 + 92,L E,fiend,,,M,14,18,18,14,18,20,10,-1,9,-1,-1,-1,7,-1,9,9,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,19,SD,40,,-1,,-1,,-1,,-1,True,"[""Magic Weapons""]",Cha,"F,Y",I,,"[""charisma"",""dexterity"",""wisdom""]",True,"[""Multiattack""]",False,False,,S,,-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[{""cond"":true,""note"":""from magic weapons wielded by good creatures"",""vulnerable"":[""piercing""]}]",,,"[""all (can read only)"",""Common"",""Infernal""]","C,I,XX",,,"CUR, MW",BGDIA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1
2379,2379,Dragonbait,0,0,11,17,120,16d8 + 48,L G,humanoid,saurial,,M,15,13,17,14,16,18,7,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,6,-1,-1,-1,-1,-1,0,13,,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,,"R,S",,-1,0,,,,False,,,,"[""disease""]","[""understands Common but can't speak""]","C,CS",,,"AOE, MLW,MW",ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1401,1401,Swarm of Ravens,0,0,4,12,24,7d8 - 7,U,beast,,True,M,6,14,8,3,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,,10,,-1,,-1,,50,,-1,True,,,,,,,True,,False,False,,P,,-1,0,,,,False,"[""bludgeoning"",""piercing"",""slashing""]",,,"[""charmed"",""frightened"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""stunned""]",,,,"forest, swamp, hill, urban",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
152,152,Champion of Gorm,0,1,8,19,33,6d8 + 6,L G,humanoid,,,M,17,10,12,12,15,16,-1,-1,4,-1,-1,5,-1,-1,4,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",True,False,,"L,P,S",,-1,0,,,,False,,,,,"[""Common""]",C,handaxe,,"AOE, MLW,MW, RW, THW",QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1424,1424,Geonid,0,0,4,17,26,4d6 + 12,N,elemental,,,S,12,10,16,9,14,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,"D, T",30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,B,,-1,0,,,,False,,,,,,,club,,"MLW,MW",TTP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
456,456,Forest Marauder,0,0,10,15,114,12d10 + 48,C E,giant,,,L,21,10,18,6,10,7,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,SD,40,,-1,,20,,-1,,-1,True,"[""Camouflage"",""Sunlight Sensitivity""]",,,,,,True,"[""Multiattack""]",True,False,,"B, P","[""strength""]",-1,0,,,,False,,,,,"[""Giant"",""Orc"",""Sylvan""]","GI,O,S",,forest,"MLW,MW, RCH, RW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
825,825,Fathomer,0,1,8,13,52,8d8 + 16,N E,humanoid,Human,,M,14,11,14,11,11,15,-1,-1,-1,-1,-1,-1,2,-1,-1,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,30,,-1,,-1,,-1,,-1,True,shapechanger,Cha,"C,N,O","CL,F","[""invisible""]",,True,,False,False,"[""grappled"",""restrained""]","B, P",,-1,0,,,,False,,,,,"[""Aquan"",""Common""]","AQ,C",dagger,,"MLW,MW, RW, THW",PotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
467,467,Star Spawn Mangler,0,0,11,14,71,13d8 + 13,C E,aberration,,,M,8,18,12,11,12,7,-1,-1,-1,4,7,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,D,40,,-1,,40,,-1,,-1,True,"[""Ambusher""]",,,,,,True,"[""Multiattack""]",True,False,,"S,Y",,-1,0,,,,False,"[""cold""]",,"[""psychic""]","[""charmed"",""frightened"",""prone""]","[""Deep Speech""]",DS,,,MW,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2644,2644,Bulezau,0,0,9,14,52,7d8 + 21,C E,fiend,demon,,M,15,14,17,8,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,SD,40,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,"[""poisoned""]","N,P","[""constitution""]",-1,0,,,,False,"[""cold"",""fire"",""lightning""]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""Abyssal"",""telepathy 60 ft.""]","AB,TP",,,"DIS, HPR, MW",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
1222,1222,Rictavio,0,0,11,12,77,14d8 + 14,L G,humanoid,Human,,M,9,12,13,16,18,16,-1,-1,7,4,-1,-1,9,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,6,4,-1,0,17,,30,,-1,,-1,,-1,,-1,True,,Wis,,CC,,"[""charisma"",""dexterity"",""wisdom""]",True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,,,,,"[""Abyssal"",""Common"",""Elvish"",""Infernal""]","AB,C,E,I",,,MW,CoS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2864,2864,Duergar Kavalrachni,0,0,8,16,26,4d8 + 8,L E,humanoid,dwarf,,M,14,11,14,11,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,SD,25,,-1,,-1,,-1,,-1,True,"[""Sunlight Sensitivity""]",,,,,,True,"[""Multiattack""]",False,False,"[""invisible""]","I,P",,-1,0,,,,False,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","heavy crossbow, war pick","mountain, underdark","MLW,MW, RNG, RW",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
2910,2910,Eala,0,0,8,15,40,9d6 + 9,U,monstrosity,,,S,10,16,12,2,12,16,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,D,10,,-1,,-1,,60,,-1,False,,,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,True,"[""incapacitated""]","F,S","[""charisma"",""dexterity""]",-1,0,,,,False,,,"[""fire""]",,,,,"mountain, planar","AOE, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
230,230,Esthetic,0,0,18,14,217,14d20 + 70,U,aberration,,,G,24,8,20,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,B,0,,-1,,-1,hover,60,,-1,True,"[""Unusual Nature""]",,,,,,True,"[""Multiattack"",""Tentacles""]",True,False,"[""grappled""]","A, O,Y","[""charisma""]",-1,0,,,,False,,,"[""acid""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""petrified"",""prone""]",,,,,"AOE, MW, RCH",BAM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
3172,3172,Thorvin Twinbeard,0,0,6,10,4,1d8,L N,humanoid,dwarf,,M,10,10,10,10,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,25,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,B,,-1,0,,,,False,"[""poison""]",,,,"[""Common"",""Dwarvish""]","C,D",club,,"MLW,MW",WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
886,886,Slarkrethel,0,0,31,18,472,27d20 + 189,C E,monstrosity,titan,,G,30,11,25,22,18,20,-1,14,12,15,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,U,20,,-1,,-1,,-1,,60,True,"[""Amphibious"",""Legendary Resistances"",""Siege Monster""]",Int,"B, C,L,Y",O,"[""blinded"",""charmed"",""deafened"",""invisible"",""petrified"",""restrained"",""unconscious""]","[""dexterity"",""intelligence"",""wisdom""]",True,"[""Multiattack"",""Swallow"",""Tentacles""]",False,False,"[""blinded"",""grappled"",""prone"",""restrained""]","A, B, I,L,P","[""constitution"",""dexterity""]",-1,0,L,"[""constitution"",""strength""]",,False,,,"[""lightning"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""frightened"",""paralyzed""]","[""understands Abyssal"",""Celestial"",""Infernal"",""and Primordial but can't speak"",""telepathy 120 ft.""]","AB,CE,CS,I,P,TP",,,"AOE, MW, RCH",SKT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
804,804,Kaarghaz,0,0,8,13,39,6d8 + 12,C E,humanoid,troglodyte,,M,14,10,14,6,10,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Sunlight Sensitivity""]",Cha,"C,F,I",CS,"[""invisible"",""unconscious""]","[""constitution"",""dexterity""]",True,"[""Multiattack""]",False,False,"[""poisoned""]","P,S","[""constitution""]",-1,0,,,,False,,,,,"[""Draconic"",""Troglodyte""]","DR,OTH",,,MW,TftYP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
731,731,Occult Extollant,0,1,12,12,91,14d8 + 28,A,humanoid,sorcerer,,S M,12,15,14,16,15,18,7,-1,5,-1,-1,-1,6,9,-1,5,-1,8,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,0,15,D,30,,-1,,-1,,-1,,-1,False,,Cha,Y,O,,"[""intelligence""]",True,"[""Multiattack""]",False,True,,Y,"[""wisdom""]",-1,0,,,,False,"[""psychic""]",,,,"[""Common plus two other languages""]","C,X",,,,CRCotN,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1
1500,1500,Yellow Musk Zombie,0,1,4,9,33,6d8 + 6,U,undead,,,M,13,9,12,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,B,20,,-1,,-1,,-1,,-1,True,"[""Undead Fortitude""]",,,,,,True,,False,False,,B,,-1,0,,,,False,,,,"[""charmed"",""exhaustion""]",,,,,MW,ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1921,1921,Enchanting Infiltrator,0,0,17,18,156,24d8 + 48,N E,fey,,,S M,10,20,15,20,16,18,-1,9,-1,-1,9,-1,-1,-1,-1,7,-1,13,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,0,17,B,40,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",,,,,,True,"[""Multiattack""]",False,True,"[""stunned""]","I,P,Y","[""wisdom""]",-1,0,,"[""constitution"",""dexterity"",""strength""]",,False,,,,"[""charmed"",""frightened""]","[""Common"",""thieves' cant"",""plus any one language""]","C,TC,X",,,"MW, RW",BMT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
436,436,Xvart Warlock of Raxivort,0,0,7,12,22,5d6 + 5,C E,monstrosity,,,S,8,14,12,8,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,,Cha,F,O,"[""invisible""]","[""dexterity""]",True,"[""Multiattack""]",True,False,,"I,S",,-1,0,,,,False,,,,,"[""Abyssal""]",AB,scimitar,"hill, underdark","MLW,MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
1440,1440,Derro,0,1,4,13,13,3d6 + 3,C E,humanoid,derro,,S,9,14,12,11,5,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,SD,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Sunlight Sensitivity""]",,,,,,True,,False,False,"[""prone""]",P,"[""strength""]",-1,0,,,,False,,,,,"[""Dwarvish"",""Undercommon""]","D, U","hooked shortspear, light repeating crossbow",,"MLW,MW, RW",OotA,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
2060,2060,Phylaskia,0,0,15,18,104,11d10 + 44,L N,undead,,,L,20,15,18,10,16,14,-1,-1,7,8,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,U,40,,-1,,-1,,-1,,-1,True,"[""Undead Fortitude""]",,,,,,True,"[""Multiattack""]",False,False,,"N,S","[""wisdom""]",-1,0,,,,False,,,"[""necrotic"",""poison""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""poisoned""]","[""all""]",XX,longsword,,"MLW,MW, RCH",MOT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
911,911,Apprentice Wizard,0,0,4,13,13,3d8,A,humanoid,,,M,10,10,10,14,10,11,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,False,,Int,F,O,,"[""dexterity""]",True,,False,False,,O,,-1,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",,urban,,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1
