name,_copy/name,_copy/_mod/*/flags,_copy/_mod/_/mode,_copy/_mod/_/spells/7,_copy/_mod/action,_copy/_mod/action/items/entries,_copy/_mod/action/items/name,_copy/_mod/action/mode,_copy/_mod/action/replace,_copy/_mod/trait/items,_copy/_mod/trait/mode,_copy/_templates,_copy/source,_copy/_mod/action/names,_copy/_mod/resist/items,_copy/_mod/spellcasting/items/name,_copy/_mod/spellcasting/items/spells/1/slots,_copy/_mod/spellcasting/items/spells/1/spells,_copy/_mod/spellcasting/items/spells/2/slots,_copy/_mod/spellcasting/items/spells/2/spells,_copy/_mod/spellcasting/items/spells/3/slots,_copy/_mod/spellcasting/items/spells/3/spells,_copy/_mod/spellcasting/items/spells/4/slots,_copy/_mod/spellcasting/items/spells/4/spells,_copy/_mod/spellcasting/items/spells/5/slots,_copy/_mod/spellcasting/items/spells/5/spells,_copy/_mod/spellcasting/items/spells/6/slots,_copy/_mod/spellcasting/items/spells/6/spells,_copy/_mod/spellcasting/mode,_copy/_mod/resist/mode,_copy/_mod/trait/replace,_copy/_mod/*,_copy/_mod/trait/names,_copy/_mod/action/items,_copy/_mod/trait,level,type/sidekickTags,type/sidekickType,_copy/_mod/conditionImmune/items,_copy/_mod/conditionImmune/mode,_copy/_mod/_/spells/0/spells,_copy/_mod/_/spells/5/spells,_copy/_mod/spellcasting/items/footerEntries,_copy/_mod/spellcasting/items/headerEntries,_copy/_mod/_/spells/3,_copy/_mod/_/daily/1e,_copy/_mod/_/daily/3e,_copy/_mod/_/will,_copy/_mod/_/spells/4,_copy/_mod/_/spells/5,_copy/_mod/trait/items/type,_copy/_preserve/legendaryGroup,_copy/_preserve/hasFluff,_copy/_preserve/hasFluffImages,_copy/_preserve/page,_copy/_preserve/variant,_copy/_mod/spellcasting/items/ability,_copy/_mod/spellcasting/items/will,_copy/_preserve/environment,_copy/_mod/_/spells/2,_copy/_mod/spellcasting/items/spells/0/spells,_copy/_mod/reaction/items/entries,_copy/_mod/reaction/items/name,_copy/_mod/reaction/mode,_copy/_mod/trait/items/page,_copy/_mod/trait/items/source,_copy/_mod/variant,_copy/_mod/languages,_copy/_mod/languages/items,_copy/_mod/languages/mode,_copy/_mod/spellcasting,_copy/_mod/spellcasting/items,_copy,shortName,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reactionHeader,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,legendaryHeader,mythic,mythicHeader,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Alyxian the Tormented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,11,16,150,12d12 + 72,L E,aberration,,,H,21,18,22,15,16,20,,,7,10,,9,,,7,7,,,,,,,9,,,,,,,,,17,B,40,,,,,,,,40,,,"[{""entries"":[""When Alyxian drops to 0 hit points, his body dies and cracks open like a cocoon. Alyxian instantly emerges from the cocoon in his second form, Alyxian the Callous, in the space where his previous form died. His initiative count doesn't change.""],""name"":""Apotheonic Rejuvenation""},{""entries"":[""Alyxian can't be {@status surprised} and can't be changed into another form against his will.""],""name"":""Divinely Blessed""},{""entries"":[""If Alyxian fails a saving throw, he can choose to succeed instead.""],""name"":""Legendary Resistance (2/Day)""}]","[""Legendary Resistances""]",,,,,,"[{""entries"":[""Alyxian makes two Grasping Hand attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 9} to hit, reach 5 ft., one target. {@h}15 ({@damage 3d6 + 5}) force damage, and if the target is a Medium or smaller creature, it is {@condition grappled} (escape {@dc 15}). Alyxian has six hands, each of which can grapple one target.""],""name"":""Grasping Hand""},{""entries"":[""Alyxian targets up to two creatures he can see within 120 feet of himself. Each target must make a {@dc 17} Constitution saving throw, taking 28 ({@damage 8d6}) necrotic damage on a failed save, or half as much damage on a successful one.""],""name"":""Void Eyes {@recharge 5}""}]","[""Multiattack""]",,,,"[""grappled""]","N,O,S","[""constitution""]",,"[{""entries"":[""Alyxian makes one Grasping Hand attack.""],""name"":""Attack""},{""entries"":[""Ancient weapons embedded in Alyxian's hide detach from Alyxian and fly about in a 10-foot-radius sphere centered on a point Alyxian can see within 60 feet of himself. A creature takes 18 ({@damage 4d8}) slashing damage when it enters that area for the first time on a turn or starts its turn there. The effect lasts until the end of Alyxian's next turn, when the weapons return to Alyxian and embed themselves in his hide once again (causing him no harm).""],""name"":""Weapons of Yore (Costs 2 Actions)""}]",,"[""dexterity"",""wisdom""]",,,,,,,"[""necrotic""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""stunned""]","[""Celestial"",""Common"",""Elvish"",""telepathy 120 ft.""]","C,CE,E,TP",,,"AOE, MW",CRCotN,FALSE,,,,,,,
Alyxian the Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,10,17,178,17d10 + 85,U,construct,,,M,22,9,20,3,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,30,,,,,,,,30,,,"[{""entries"":[""The golem is immune to any spell or effect that would alter its form.""],""name"":""Immutable Form""},{""entries"":[""The golem has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""},{""entries"":[""The golem's weapon attacks are magical.""],""name"":""Magic Weapons""}]","[""Immutable Form"",""Magic Resistance"",""Magic Weapons""]",,,,,,"[{""entries"":[""The golem makes two slam attacks.""],""name"":""Multiattack""},{""entries"":[""The golem can conjure a magic dart made of ruidium and hurl it at another creature it can see within 120 feet of itself. The dart strikes the target unerringly and vanishes on contact. The target must make a {@dc 17} Charisma saving throw. On a failed saving throw, the target takes 24 ({@damage 7d6}) psychic damage and gains 1 level of {@condition exhaustion}. In addition, if the target is not already suffering from ruidium corruption, it becomes corrupted when it fails the saving throw. On a successful saving throw, the target takes half as much damage and suffers no other effects.""],""name"":""Ruidium Dart""},{""entries"":[""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}19 ({@damage 3d8 + 6}) bludgeoning damage.""],""name"":""Slam""},{""entries"":[""The golem targets one or more creatures it can see within 10 feet of it. Each target must make a {@dc 17} Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Slow {@recharge 5}""}]","[""Multiattack""]",,,,"[""exhaustion""]","B, Y","[""charisma"",""wisdom""]",,,,,,,,,,,"[""poison"",""psychic"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,MW,CRCotN,FALSE,,,,,,,
Alyxian the Dispossessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,13,15,153,18d8 + 72,L E,humanoid,Human,,M,19,15,18,13,14,20,,,7,9,,9,,,7,7,,,,,,,,,,,10,,,,,17,SD,30,,,,,,,,,,,"[{""entries"":[""Alyxian can't be {@status surprised} and can't be changed into another form against his will.""],""name"":""Divinely Blessed""},{""entries"":[""If Alyxian fails a saving throw, he can choose to succeed instead.""],""name"":""Legendary Resistance (2/Day)""},{""entries"":[""Alyxian carries a magic dagger that he uses to make Stoneheart Dagger attacks. In the hands of creatures other than Alyxian, the dagger is nonmagical and has no special properties.""],""name"":""Special Equipment""}]","[""Legendary Resistances""]",,,,,,"[{""entries"":[""Alyxian makes two Spear attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw,rw} {@hit 9} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}7 ({@damage 1d6 + 4}) piercing damage, or 8 ({@damage 1d8 + 4}) piercing damage when used with two hands to make a melee attack, plus 9 ({@damage 2d8}) radiant damage.""],""name"":""Spear""},{""entries"":[""{@atk mw,rw} {@hit 9} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}11 ({@damage 3d4 + 4}) force damage, and if the target is a creature, it must succeed on a {@dc 17} Constitution saving throw or become {@condition petrified} as the dagger lodges itself in the target's body. While the dagger is lodged in the target, magic can't end the {@condition petrified} condition on it and Alyxian can't make Stoneheart Dagger attacks. A creature within reach of the {@condition petrified} target can use an action to try to remove the dagger, doing so with a successful {@dc 17} Strength check.""],""name"":""Stoneheart Dagger""}]","[""Multiattack"",""Parry""]","[{""entries"":[""Alyxian's Stoneheart Dagger teleports into his free hand, provided he has one.""],""name"":""Summon Dagger""}]",,"[{""entries"":[""Alyxian adds 3 to his AC against one attack roll that would hit him. To do so, Alyxian must see the attacker and be wielding a melee weapon.""],""name"":""Parry""}]","[""exhaustion"",""petrified""]","O,P,R","[""charisma"",""constitution""]",,"[{""entries"":[""Alyxian makes one Spear or Stoneheart Dagger attack.""],""name"":""Attack""},{""entries"":[""Alyxian moves up to his speed. This movement doesn't provoke opportunity attacks.""],""name"":""Warrior's Stride""},{""entries"":[""A gem-sized shard of ruidium appears at a point Alyxian can see within 120 feet of himself and explodes. Each creature, other than Alyxian, in a 10-foot-radius sphere centered on that point must succeed on a {@dc 18} Charisma saving throw or gain 1 level of {@condition exhaustion}. If a creature isn't suffering from ruidium corruption, it becomes corrupted when it fails the saving throw.""],""name"":""Ruidium Shard (Costs 2 Actions)""}]",,"[""dexterity"",""wisdom""]",,,,,,,,"[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""stunned""]","[""Celestial"",""Common"",""Elvish"",""telepathy 120 ft.""]","C,CE,E,TP",spear,,"AOE, MLW,MW, RW, THW",CRCotN,FALSE,,,,,,,
Alyxian the Callous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,12,17,157,15d10 + 75,L E,celestial,,,L,23,18,21,15,16,20,,,7,9,,10,,,7,7,,,,,,,9,,,,,,,,,17,U,30,,,,,,90,,,,,"[{""entries"":[""When Alyxian the Callous drops to 0 hit points, his body dies and sheds its wings, and he rises to his feet in his third form, Alyxian the Dispossessed. His initiative count doesn't change.""],""name"":""Apotheonic Rejuvenation""},{""entries"":[""Alyxian can't be {@status surprised} and can't be changed into another form against his will.""],""name"":""Divinely Blessed""},{""entries"":[""If Alyxian fails a saving throw, he can choose to succeed instead.""],""name"":""Legendary Resistance (2/Day)""}]","[""Legendary Resistances""]",,,,,,"[{""entries"":[""Alyxian makes two Radiant Spear attacks. He can replace one of these attacks with Blinding Teleport.""],""name"":""Multiattack""},{""entries"":[""{@atk mw,rw} {@hit 10} to hit, reach 5 ft. or range 120 ft., one target. {@h}15 ({@damage 2d8 + 6}) radiant damage.""],""name"":""Radiant Spear""},{""entries"":[""Alyxian teleports, along with any equipment he is wearing or carrying, to an unoccupied space he can see within 120 feet of himself. Each creature within 5 feet of his new location must succeed on a {@dc 17} Constitution saving throw or be {@condition blinded} until the end of its next turn.""],""name"":""Blinding Teleport""},{""entries"":[""Alyxian releases divine energy in a 60-foot cone. Each creature of his choice in that area must make a {@dc 17} Constitution saving throw. On a failed saving throw, the creature takes 31 ({@damage 7d8}) radiant damage and is knocked {@condition prone}. On a successful save, a creature takes half as much damage and isn't knocked {@condition prone}.""],""name"":""Heavenly Destruction (1/Day)""}]","[""Multiattack""]",,,,"[""blinded"",""prone"",""restrained""]",R,"[""constitution"",""strength""]",,"[{""entries"":[""Alyxian makes one Radiant Spear attack.""],""name"":""Attack""},{""entries"":[""Alyxian targets one creature he can see within 120 feet of himself. The target must succeed on a {@dc 17} Strength saving throw or be {@condition restrained} by magical chains for 1 minute. While {@condition restrained} in this way, the target can't leave the space by any means. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Celestial Chains""},{""entries"":[""Alyxian targets one creature he can see within 30 feet of himself. Light flares around the target, dealing 17 ({@damage 5d6}) radiant damage to it and creatures within 10 feet of it.""],""name"":""Flare (Costs 2 Actions)""}]",,"[""dexterity"",""wisdom""]",,,,,,,"[""radiant""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""restrained"",""stunned""]","[""Celestial"",""Common"",""Elvish"",""telepathy 120 ft.""]","C,CE,E,TP",,,"AOE, MLW,MW, RW, THW",CRCotN,FALSE,,,,,,,
Alyxian the Absolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,14,15,161,19d8 + 76,L G,humanoid,Human,,M,19,15,18,13,14,19,,,7,9,,9,,,7,7,,,,,,9,,,,,9,,,,,17,SD,30,,,,,,,,,,,"[{""entries"":[""Alyxian can't be {@status surprised} and can't be changed into another form against his will.""],""name"":""Divinely Blessed""},{""entries"":[""If Alyxian fails a saving throw, he can choose to succeed instead.""],""name"":""Legendary Resistance (2/Day)""}]","[""Legendary Resistances""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell lesser restoration}"",""{@spell remove curse}"",""{@spell water breathing}""]},""displayAs"":""action"",""headerEntries"":[""Alyxian casts one of the following spells, requiring no material components and using Charisma as the spellcasting modifier (spell save {@dc 17}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell guidance}"",""{@spell light}""]}]",,O,,"[""dexterity""]","[{""entries"":[""Alyxian makes two Spear attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw,rw} {@hit 9} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}7 ({@damage 1d6 + 4}) piercing damage, or 8 ({@damage 1d8 + 4}) piercing damage when used with two hands to make a melee attack, plus 9 ({@damage 2d8}) radiant damage.""],""name"":""Spear""},{""entries"":[""Alyxian strikes the ground, creating a burst of energy that ripples outward. Each creature he chooses within a 30-foot-radius sphere centered on himself must succeed on a {@dc 17} Constitution saving throw or take 35 ({@damage 10d6}) force damage and be knocked {@condition prone}. A creature that succeeds on the saving throw takes half as much damage and isn't knocked {@condition prone}.""],""name"":""Force Wave (1/Day)""}]","[""Multiattack"",""Parry""]",,,"[{""entries"":[""Alyxian adds 3 to his AC against one attack roll that would hit him. To do so, Alyxian must see the attacker and be wielding a melee weapon.""],""name"":""Parry""}]","[""prone""]","O,P,R","[""constitution""]",,"[{""entries"":[""Alyxian makes one Spear attack, and all damage from this attack is radiant.""],""name"":""Arch Heart's Strike""},{""entries"":[""Alyxian moves up to his speed. This movement doesn't provoke opportunity attacks.""],""name"":""Change Bringer's Dance""},{""entries"":[""Alyxian becomes {@condition invisible} until the end of his next turn. Any equipment he is wearing or carrying becomes {@condition invisible} with him.""],""name"":""Moon Weaver's Veil (Costs 2 Actions)""}]",,"[""dexterity"",""wisdom""]",,,,,,,,,"[""Common"",""Elvish""]",C E,spear,,"AOE, MLW,MW, RW, THW",CRCotN,FALSE,,,,,,,
Alyxian Aboleth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,12,17,135,18d10 + 36,L E,aberration,,,L,21,9,15,18,18,18,,8,8,6,,,,12,,12,,,,,,,,,,,,,,,,22,SD,10,,,,,,,,30,,,"[{""entries"":[""The aboleth can breathe air and water.""],""name"":""Amphibious""},{""entries"":[""While underwater, the aboleth is surrounded by a cloud of sticky mucus. A creature that touches the aboleth or hits it with a melee attack while within 5 feet of it must succeed on a {@dc 14} Strength saving throw or be {@condition restrained} until the end of the aboleth's next turn.""],""name"":""Mucous Cloud""},{""entries"":[""If a creature the aboleth can see communicates telepathically with the aboleth, the aboleth learns the creature's greatest desires.""],""name"":""Probing Telepathy""}]","[""Amphibious""]",,,,,,"[{""entries"":[""The aboleth makes two Tentacle attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 9} to hit, reach 10 ft., one target. {@h}12 ({@damage 2d6 + 5}) bludgeoning damage plus 3 ({@damage 1d6}) psychic damage.""],""name"":""Tentacle""},{""entries"":[""{@atk mw} {@hit 9} to hit, reach 10 ft., one target. {@h}14 ({@damage 2d8 + 5}) bludgeoning damage.""],""name"":""Tail""}]","[""Multiattack"",""Tentacles""]","[{""entries"":[""The aboleth targets one creature it can see within 30 feet of itself. The target must succeed on a {@dc 14} Wisdom saving throw or be magically {@condition charmed} by the aboleth until the aboleth dies or until it is on a different plane of existence from the target. The {@condition charmed} target is under the aboleth's control and can't take reactions, and the aboleth and the target can communicate telepathically with each other over any distance."",""The {@condition charmed} target can repeat the saving throw whenever it takes damage, ending the effect on itself on a success. No more than once every 24 hours, the target can repeat the saving throw when it is at least 1 mile away from the aboleth.""],""name"":""Enslave {@recharge 4}""}]",,,"[""charmed"",""restrained""]","B, Y","[""strength"",""wisdom""]",,"[{""entries"":[""The aboleth makes one Tail attack.""],""name"":""Tail Swipe""},{""entries"":[""One creature {@condition charmed} by the aboleth takes 10 ({@damage 3d6}) psychic damage, and the aboleth regains hit points equal to the damage dealt.""],""name"":""Psychic Drain (Costs 2 Actions)""}]",,,,,,,,,,,"[""Deep Speech"",""telepathy 120 ft.""]","DS,TP",,,"MW, RCH",CRCotN,FALSE,,,,,,,
Alustriel Silverhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,21,18,272,32d8 + 128,C G,humanoid,"Human, wizard",,M,12,20,18,24,23,22,,14,13,11,,,14,14,13,,,,,,,,,,,,,14,,,,16,,30,,,,,,,,,,,"[{""entries"":[""Whenever a creature on the same plane of existence as Alustriel speaks Alustriel's name, Alustriel hears her name and the next nine words the speaker utters.""],""name"":""Ear of the Chosen""},{""entries"":[""If Alustriel fails a saving throw, she can choose to succeed instead.""],""name"":""Legendary Resistance (3/Day)""},{""entries"":[""Alustriel carries a magic staff known as the Staff of Silverymoon. In the hands of anyone other than Alustriel, the Staff of Silverymoon is a {@item Staff of Power}.""],""name"":""Special Equipment""}]","[""Legendary Resistances""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell Telepathy}"",""{@spell Teleport}"",""{@spell Time Stop}""],""2e"":[""{@spell Detect Thoughts}"",""{@spell Dispel Magic}"",""{@spell Tongues}""]},""displayAs"":""action"",""headerEntries"":[""Alustriel casts one of the following spells, using Intelligence as the spellcasting ability (spell save {@dc 22}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell Dancing Lights}"",""{@spell Detect Magic}"",""{@spell Mage Armor} (self only)"",""{@spell Mage Hand}""]}]",,O,,"[""wisdom""]","[{""entries"":[""Alustriel makes three Staff of Silverymoon attacks or two Reproving Ray attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 12} to hit, reach 5 ft., one target. {@h}14 ({@damage 2d8 + 5}) bludgeoning damage plus 38 ({@damage 7d10}) radiant damage.""],""name"":""Staff of Silverymoon""},{""entries"":[""{@atk rs} {@hit 14} to hit, range 120 ft., one target. {@h}65 ({@damage 9d12 + 7}) force damage, and if the target is a creature, it must make a {@dc 22} Charisma saving throw. On a failed save, the target has the {@condition incapacitated} condition until the start of Alustriel's next turn. On a successful save, the target's speed is reduced by 10 feet until the start of Alustriel's next turn.""],""name"":""Reproving Ray""},{""entries"":[""Alustriel summons a 60-foot cone of silver fire. Each creature in that area must make a {@dc 22} Dexterity saving throw, taking 77 ({@damage 14d10}) radiant damage on a failed save or half as much damage on a successful one. Additionally, Alustriel or one creature of her choice within 60 feet of her then regains 10 ({@dice 3d6}) hit points.""],""name"":""Argent Blaze (Requires Silver Fire)""}]","[""Multiattack""]","[{""entries"":[""Brilliant silver fire harmlessly wreathes Alustriel and empowers her. The silver fire lasts for 1 hour or until she has the {@condition incapacitated} condition or uses another bonus action to quench it. While wreathed in silver fire, Alustriel gains truesight within 30 feet and can use her Argent Blaze action. In addition, Alustriel is unaffected by magic that would ascertain her alignment, creature type, thoughts, or truthfulness.""],""name"":""Silver Fire (2/Day)""}]",,"[{""entries"":[""Alustriel interrupts a creature she can see within 60 feet of herself that is casting a spell. If the spell is 5th level or lower, it fails and has no effect. If the spell is 6th level or higher, Alustriel makes an Intelligence check ({@dc 10} plus the spell's level). On a successful check, the spell fails and has no effect. Whatever the spell's level, the caster takes 11 ({@damage 2d10}) radiant damage if the spell fails.""],""name"":""Shining Counterspell""}]","[""incapacitated""]","B, O,R","[""charisma"",""dexterity""]",,,,,,,,,"[""radiant""]",,"[""poison""]","[""charmed"",""exhaustion"",""poisoned""]","[""Common"",""Draconic"",""Elvish""]","C,DR,E",,,MW,VEoR,FALSE,,,,,,,
Altisaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,198,12d20 + 72,U,monstrosity,dinosaur,,G,28,6,23,3,12,7,,,,,,,,,,11,,,,,,,,,,,,,,,,21,,40,,,,,,,,,,,"[{""entries"":[""The altisaur has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""}]","[""Magic Resistance""]",,,,,,"[{""entries"":[""The altisaur makes one Stomp attack and one Tail attack. The altisaur can't make both attacks against the same target.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 14} to hit, reach 10 ft., one target. {@h}33 ({@damage 7d6 + 9}) bludgeoning damage. If the target is a Huge or smaller creature, it must succeed on a {@dc 22} Strength saving throw or have the {@condition prone} condition.""],""name"":""Stomp""},{""entries"":[""{@atk mw} {@hit 14} to hit, reach 20 ft., one target. {@h}45 ({@damage 8d8 + 9}) bludgeoning damage, and the target is pushed up to 20 feet horizontally from the altisaur.""],""name"":""Tail""}]","[""Multiattack""]",,,,,B,"[""strength""]",,,,,,,,,,,,,,,,,"MW, RCH",BGG,FALSE,"[""Dinosaurs""]",,,,,,
Alseid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,2-Jan,14,33,6d8 + 6,C N,monstrosity,,,M,13,17,12,8,16,8,,,,,,,,,,5,,5,,,,,,,,3,,,,5,,15,D,40,,,,,,,,,,,"[{""entries"":[""When in a forest, the alseid leaves no tracks and automatically discerns true north.""],""name"":""Woodfriend""}]",,,,,,,"[{""entries"":[""{@atk mw,rw} {@hit 3} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}4 ({@damage 1d6 + 1}) piercing damage, or 5 ({@damage 1d8 + 1}) piercing damage if used with two hands to make a melee attack.""],""name"":""Spear""},{""entries"":[""{@atk rw} {@hit 5} to hit, range 80/320 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""],""name"":""Shortbow""}]",,,,,,P,,,,,,,,,,,,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S","shortbow, spear",forest,"MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Alseid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,15,22,4d8 + 4,C G,fey,,,M,15,10,12,13,14,18,,,,,,,,,,,,,,,,,,,,,6,,,,,12,,30,,,,,,,,,,,"[{""entries"":[""The alseid has advantage on Dexterity ({@skill Stealth}) checks made to hide while it is in grassland.""],""name"":""Hide in Plain Sight""},{""entries"":[""The alseid has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""}]","[""Magic Resistance""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell calm emotions}"",""{@spell lesser restoration}"",""{@spell plant growth}""],""3e"":[""{@spell cure wounds}"",""{@spell charm person}"",""{@spell sleep}""]},""headerEntries"":[""The alseid's spellcasting ability is Charisma (spell save {@dc 14}). It can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting""}]",,I,"[""charmed"",""unconscious""]","[""charisma"",""wisdom""]","[{""entries"":[""The alseid makes two radiant touch attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk ms} {@hit 6} to hit, reach 5 ft., one target. {@h}9 ({@damage 1d10 + 4}) radiant damage.""],""name"":""Radiant Touch""}]","[""Multiattack""]",,,,,R,,,,,,,,,,"[""radiant""]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""Common"",""Sylvan""]","C,S",,,,MOT,FALSE,"[""Nymph""]",,,,,,
Almiraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,13,3,1d6,U,beast,,,S,2,16,10,2,14,10,,,,,,,,,,4,,5,,,,,,,,,,,,,,14,D,50,,,,,,,,,,,"[{""entries"":[""The almiraj has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or sight.""],""name"":""Keen Senses""},{""entries"":[""With the DM's permission, the {@spell find familiar} spell can summon an almiraj.""],""name"":""Familiar""}]","[""Keen Senses""]",,,,,,"[{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d4 + 3}) piercing damage.""],""name"":""Horn""}]",,,,,,P,,,,,,,,,,,,,,,,,,MW,ToA,TRUE,,TRUE,1,"wizard, warlock",,,
Allosaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,51,6d10 + 18,U,beast,,,L,19,13,17,2,12,5,,,,,,,,,,5,,,,,,,,,,,,,,,,15,,60,,,,,,,,,,,"[{""entries"":[""If the allosaurus moves at least 30 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a {@dc 13} Strength saving throw or be knocked {@condition prone}. If the target is {@condition prone}, the allosaurus can make one bite attack against it as a bonus action.""],""name"":""Pounce""}]","[""Pounce""]",,,,,,"[{""entries"":[""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage.""],""name"":""Bite""},{""entries"":[""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}8 ({@damage 1d8 + 4}) slashing damage.""],""name"":""Claw""}]",,,,,"[""prone""]","P,S","[""strength""]",,,,,,,,,,,,,,,,grassland,MW,MM,FALSE,"[""Dinosaurs""]",,,,,TRUE,
