name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Duergar Mind Master,FALSE,,2,19,39,6d8 + 12,L E,humanoid,dwarf,,M,11,17,14,15,10,12,,,2,,,,,,,2,,5,,,,,,,,,,,,,,12,"SD, U",25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""invisible""]","P,Y","[""intelligence""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","MLW,MW",MTF,FALSE,,,,,,TRUE,
Duergar Mind Master,FALSE,,2,14,39,6d8 + 12,A,humanoid,dwarf,,M,11,17,14,15,10,12,,,2,,,,,,,2,,5,,,,,,,,,,,,,,12,"SD, U",25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""For 1 minute, the duergar magically decreases in size, along with anything it is wearing or carrying. While reduced, the duergar is Tiny, reduces its weapon damage to 1, and makes attack rolls, ability checks, and saving throws with disadvantage if they use Strength. It gains a +5 bonus to all Dexterity ({@skill Stealth}) checks and a +5 bonus to its AC. It can also take a bonus action on each of its turns to take the {@action Hide} action.""],""name"":""Reduce (Recharges after a Short or Long Rest)""}]",FALSE,"[""invisible""]","P,Y","[""intelligence""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","MLW,MW",MPMM,FALSE,,,,,,,
Duergar Spy,FALSE,FALSE,2,15,33,6d8 + 6,L E,humanoid,dwarf,,M,10,16,12,12,10,13,,,,,,,,,2,4,,7,5,,,,5,,,,3,,5,,,14,SD,25,,,,,,,,,,,TRUE,"[""Sneak Attack"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""invisible""]",P,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","hand crossbow, shortsword",,"MLW,MW, RNG, RW",TftYP,FALSE,,,,,,,
Duergar Stone Guard,FALSE,,2,18,39,6d8 + 12,L E,humanoid,dwarf,,M,18,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,,FALSE,"[""invisible""]",P,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",javelin,"mountain, underdark","MLW,MW, RW, THW",MTF,FALSE,,,,,,TRUE,
Duergar Stone Guard,FALSE,,2,18,39,6d8 + 12,A,humanoid,dwarf,,M,18,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""For 1 minute, the duergar magically increases in size, along with anything it is wearing or carrying. While enlarged, the duergar is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large, it attains the maximum size possible in the space available.""],""name"":""Enlarge (Recharges after a Short or Long Rest)""}]",FALSE,"[""invisible""]",P,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","javelin, shortsword","mountain, underdark","MLW,MW, RW, THW",MPMM,FALSE,,,,,,,
Duergar Xarrorn,FALSE,,2,18,26,4d8 + 8,L E,humanoid,dwarf,,M,16,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,,FALSE,"[""invisible""]","F,P","[""dexterity""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","AOE, MLW,MW, RCH",MTF,FALSE,,,,,,TRUE,
Duergar Xarrorn,FALSE,,2,18,26,4d8 + 8,A,humanoid,dwarf,,M,16,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,"[{""entries"":[""For 1 minute, the duergar magically increases in size, along with anything it is wearing or carrying. While enlarged, the duergar is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large, it attains the maximum size possible in the space available.""],""name"":""Enlarge (Recharges after a Short or Long Rest)""}]",FALSE,"[""invisible""]","F,P","[""dexterity""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","AOE, MLW,MW, RCH",MPMM,FALSE,,,,,,,
Eldritch Priest,FALSE,,2,13,22,4d8 + 4,L NX C NY E,humanoid,any,,M,12,11,13,10,15,10,,,,,,,,,,4,,,,,,,,,,,,2,,,,14,,30,,,,,,,,,,,FALSE,,"[{""ability"":""wis"",""headerEntries"":[""The eldritch priest is a 4th-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 12}, {@hit 4} to hit with spell attacks). It has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell eldritch blast}"",""{@spell light}"",""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell bane}"",""{@spell Tasha's hideous laughter}"",""{@spell inflict wounds}"",""{@spell sleep}""]},""2"":{""slots"":3,""spells"":[""{@spell detect thoughts}"",""{@spell see invisibility}"",""{@spell spiritual weapon}""]}},""type"":""spellcasting""}]","N,O,R",CC,"[""incapacitated"",""prone"",""unconscious""]","[""charisma"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,B,"[""wisdom""]",,FALSE,,,,FALSE,,,,,"[""any two languages""]",X,greatclub,,"AOE, MLW,MW",GHLoE,FALSE,,,,,,,
Elkhorn,TRUE,TRUE,2,18,52,7d8 + 21,L G,humanoid,dwarf,,M,9,13,16,9,10,11,,,,5,,1,,,,2,,,,,,,,,,,,,,2,,12,D,25,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""Elkhorn targets one creature that he can see within 5 feet of him. Elkhorn has advantage on the next attack roll he makes against that target before the end of his turn. If that attack hits, the target takes an extra 7 ({@damage 2d6}) damage of the weapon's type.""],""name"":""Feint {@recharge 5}""},{""entries"":[""Elkhorn regains 12 hit points.""],""name"":""Second Wind (Recharges after a Short or Long Rest)""}]",FALSE,,"P,S",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Common"",""Dwarvish""]","C,D","+1 longsword, dagger",,"MLW,MW, RW, THW",WBtW,FALSE,,,,,,,
Eternal Flame Guardian,FALSE,FALSE,2,17,45,7d8 + 14,C E,humanoid,Human,,M,15,13,14,8,11,13,,,,,,,,,,2,,,,,,,,3,,,,,,,,12,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"F,P,S",,,FALSE,,,,FALSE,"[""fire""]",,,,"[""Common""]",C,"heavy crossbow, longsword",,"MLW,MW, RNG, RW",PotA,FALSE,,,,,,,
Fala Lefaliir,TRUE,TRUE,2,16,27,5d8 + 5,C G,humanoid,Elf,,M,10,12,13,12,15,11,,,,,,,,,,4,,,,,,,,,4,3,,,,,,14,D,35,,,,,,,,,,,TRUE,"[""Fey Ancestry""]","[{""ability"":""wis"",""headerEntries"":[""Fala is a 4th-level spellcaster. Their spellcasting ability is Wisdom. They have the following druid spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell druidcraft}"",""{@spell produce flame}"",""{@spell shillelagh}""]},""1"":{""slots"":4,""spells"":[""{@spell entangle}"",""{@spell longstrider}"",""{@spell speak with animals}"",""{@spell thunderwave}""]},""2"":{""slots"":3,""spells"":[""{@spell animal messenger}"",""{@spell barkskin}""]}},""type"":""spellcasting""}]","F,T",CD,"[""restrained""]","[""constitution"",""strength""]",TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Druidic"",""Common"",""Elvish""]","C,DU,E",quarterstaff,,"MLW,MW",WDH,FALSE,,,,,,,
Fathomer,FALSE,FALSE,2,13,52,8d8 + 16,N E,humanoid,Human,,M,14,11,14,11,11,15,,,,,,,2,,,4,,4,,,,,,,,,,,,,,14,,30,,,,,,,,,,,TRUE,shapechanger,"[{""ability"":""cha"",""headerEntries"":[""The fathomer is a 5th-level spellcaster. Its spellcasting ability is Charisma (spell save {@dc 12}, {@hit 4} to hit with spell attacks). It has two 3rd-level spell slots, which it regains after finishing a short or long rest, and knows the following warlock spells:""],""name"":""Spellcasting (Human Form Only)"",""spells"":{""0"":{""spells"":[""{@spell chill touch}"",""{@spell eldritch blast}"",""{@spell mage hand}""]},""3"":{""lower"":1,""slots"":2,""spells"":[""{@spell armor of Agathys}"",""{@spell expeditious retreat}"",""{@spell hex}"",""{@spell invisibility}"",""{@spell Vampiric touch}""]}},""type"":""spellcasting""}]","C,N,O","CL,F","[""invisible""]",,TRUE,,,FALSE,"[""grappled"",""restrained""]","B, P",,,FALSE,,,,FALSE,,,,,"[""Aquan"",""Common""]","AQ,C",dagger,,"MLW,MW, RW, THW",PotA,FALSE,,,,,,,
Folk of Leng,FALSE,,2,14,68,8d8 + 32,N E,humanoid,,,M,12,15,18,14,16,19,,,5,,4,,4,,,5,,,,,,,8,,,,,,,,,15,,30,,,,,,,,,,,TRUE,"[""Regeneration""]","[{""ability"":""cha"",""daily"":{""3e"":[""{@spell disguise self}"",""{@spell suggestion}""]},""displayAs"":""action"",""headerEntries"":[""The folk of Leng casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 14}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell message}"",""{@spell minor illusion}""]}]",,O,,"[""wisdom""]",TRUE,,"[{""entries"":[""The folk of Leng enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane.""],""name"":""Etherealness""}]",FALSE,"[""restrained""]","I,P,S,Y",,,FALSE,,,,FALSE,"[""cold""]",,"[""necrotic""]","[""frightened""]","[""all""]",XX,scimitar,"hill, mountain, planar","MLW,MW, RW",ToB1-2023,FALSE,,,,,,,
Frulam Mondath,TRUE,TRUE,2,16,44,8d8 + 8,L E,humanoid,Human,,M,14,10,13,11,18,15,4,,6,,,,,2,,,,,,,,,4,,,,,2,,,,14,,30,,,,,,,,,,,FALSE,,"[{""ability"":""wis"",""headerEntries"":[""Frulam is a 5th-level spellcaster that uses Wisdom as her spellcasting ability (spell save {@dc 14}, {@hit 6} to hit with spell attacks). Frulam has the following spells prepared from the cleric spell list:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell light}"",""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell command}"",""{@spell cure wounds}"",""{@spell healing word}"",""{@spell sanctuary}""]},""2"":{""slots"":3,""spells"":[""{@spell calm emotions}"",""{@spell hold person}"",""{@spell spiritual weapon}""]},""3"":{""slots"":2,""spells"":[""{@spell mass healing word}"",""{@spell spirit guardians}""]}},""type"":""spellcasting""}]","N,O,R",CC,,"[""charisma"",""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Infernal""]","C,DR,I",halberd,,"MLW,MW, RCH",HotDQ,FALSE,,,,,,,
Garret Levistusson,TRUE,TRUE,2,14,44,8d8 + 8,C N,humanoid,,,M,11,14,12,11,12,17,,,,,,,,,,,5,,4,,,,7,,,,5,,,,,11,,30,,,,,,,,,,,TRUE,"[""Sneak Attack""]","[{""ability"":""cha"",""headerEntries"":[""Garret is a 2nd-level spellcaster. His spellcasting ability is Charisma (spell save {@dc 13}, {@hit 5} to hit with spell attacks). He has the following bard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell blade ward}"",""{@spell vicious mockery}""]},""1"":{""slots"":3,""spells"":[""{@spell charm person}"",""{@spell detect magic}"",""{@spell disguise self}"",""{@spell identify}"",""{@spell Tasha's hideous laughter}""]}},""type"":""spellcasting""}]",Y,CB,"[""charmed"",""incapacitated"",""prone""]","[""wisdom""]",TRUE,,,FALSE,"[""incapacitated""]",P,,,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Common"",""Infernal"",""Thieves' cant""]","AB,C,I,TC",shortsword,,"MLW,MW",LLK,FALSE,,,,,,,
Githzerai Monk,,,2,14,38,7d8 + 7,L N,humanoid,gith,,M,12,15,12,13,14,10,,3,4,,4,3,,,4,4,,,,,,,,,,,,,,,,14,,30,,,,,,,,,,,TRUE,,"[{""ability"":""wis"",""daily"":{""3e"":[""{@spell feather fall}"",""{@spell jump}"",""{@spell see invisibility}"",""{@spell shield}""]},""headerEntries"":[""The githzerai's innate spellcasting ability is Wisdom. It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell mage hand} (the hand is invisible)""]}]",,"I,P",,,TRUE,"[""Multiattack""]",,FALSE,,"B, Y",,,FALSE,,,,FALSE,,,,,gith,GTH,,,MW,MM,FALSE,,,,,,TRUE,
Gnoll Brute,FALSE,,2,13,52,8d8 + 16,C E,humanoid,gnoll,,M,16,12,15,6,13,7,,,,,,,,,,,,,,,,5,,,,,,,,,adv,11,D,40,,,,,,,,,,,TRUE,"[""Brute"",""Charge"",""Rampage""]",,,,,,TRUE,"[""Multiattack""]",,TRUE,"[""prone""]","P,S","[""strength""]",,FALSE,,,,FALSE,,,,,gnoll,OTH,,,MW,GHLoE,FALSE,,,,,,,
Gnoll Pack Lord,,,2,15,49,9d8 + 9,C E,humanoid,gnoll,,M,16,14,13,8,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Rampage""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,gnoll,OTH,"glaive, longbow","grassland, forest, hill, desert","MLW,MW, RCH, RNG, RW",MM,FALSE,,,,,,TRUE,
Grandolpha Muzgardt,TRUE,TRUE,2,9,59,7d8 + 28,L E,humanoid,dwarf,,M,14,9,18,13,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,13,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]","[{""ability"":""wis"",""daily"":{""3e"":[""{@spell detect magic}"",""{@spell enlarge/reduce} (self only)"",""{@spell faerie fire}"",""{@spell invisibility} (self only)"",""{@spell polymorph}"",""{@spell stoneskin} (self only)""]},""headerEntries"":[""Grandolpha's innate spellcasting ability is Wisdom (spell save {@dc 13}). She can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell druidcraft}"",""{@spell mending}"",""{@spell poison spray} (see \""Actions\"" below)""]}]",I,"I,P","[""invisible""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,I,"[""constitution""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Common"",""Dwarvish"",""Undercommon""]","C,D,U",,,,IDRotF,FALSE,,,,,,,
Griffon Cavalry Rider,FALSE,FALSE,2,17,58,9d8 + 18,A,humanoid,any,,M,14,15,14,10,12,10,,,,,,,,,,3,,,,,3,4,,,,,,,,,,13,,30,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","dagger, lance",,"MLW,MW, RCH",WDH,FALSE,,,,,,,
Grisha,TRUE,TRUE,2,18,33,6d8 + 6,C E,humanoid,Human,,M,14,12,12,11,14,16,5,,4,,,,,,,,,,,,,,,,,,5,2,,,,12,,30,,,,,,,,,,,FALSE,,"[{""ability"":""wis"",""headerEntries"":[""Grisha is a 6th-level-spellcaster. His spellcasting ability is Wisdom (spell save {@dc 12}, {@hit 4} to hit with spell attacks). He has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell guidance}"",""{@spell light}"",""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell cure wounds}"",""{@spell divine favor}"",""{@spell inflict wounds}"",""{@spell protection from evil and good}"",""{@spell shield of faith}""]},""2"":{""slots"":3,""spells"":[""{@spell continual flame}"",""{@spell hold person}"",""{@spell magic weapon}"",""{@spell spiritual weapon}""]},""3"":{""slots"":3,""spells"":[""{@spell bestow curse}"",""{@spell dispel magic}"",""{@spell spirit guardians}""]}},""type"":""spellcasting""}]","N,O,R",CC,,"[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Undercommon""]","C,U",+1 flail,,"MLW,MW",OotA,FALSE,,,,,,,
Grung Elite Warrior,,,2,13,49,9d6 + 18,L E,humanoid,Grung,,S,7,16,15,10,11,12,,,,,5,,,,,2,,5,,,,2,,,,,,,,2,,12,,25,,,,25,,,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,,,FALSE,"[""charmed"",""frightened"",""poisoned"",""stunned""]","I,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]",Grung,OTH,"dagger, shortbow",forest,"MLW,MW, RNG, RW, THW",VGM,FALSE,,,,,TRUE,TRUE,
Grung Elite Warrior,FALSE,,2,13,49,9d6 + 18,A,humanoid,,,S,7,16,15,10,11,12,,,,,5,,,,,2,,5,,,,2,,,,,,,,2,,12,,25,,,,25,,,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,,,FALSE,"[""charmed"",""frightened"",""poisoned"",""stunned""]","I,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]",Grung,OTH,"dagger, shortbow",forest,"MLW,MW, RNG, RW, THW",MPMM,FALSE,,,,,TRUE,,
Hadozee Explorer,,,2,15,49,9d8 + 9,A,humanoid,,,M,11,17,13,13,17,14,,,5,3,,,,,,5,,5,,,,2,,,,,,,,5,,15,,30,,,,30,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""The hadozee takes the Disengage or Hide action.""],""name"":""Nimble Escape""}]",TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Hadozee""]",C,"musket, shortsword",,"MLW,MW, RW",BAM,FALSE,,,,,,,
Hew Hackinstone,TRUE,TRUE,2,13,67,9d8 + 27,C N,humanoid,dwarf,,M,16,12,17,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,4,,10,D,30,,,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,,,FALSE,,S,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""any one language (usually Common)""]","C,X",battleaxe,,"MLW,MW",ToA,FALSE,,,,,,,
Hobgoblin Iron Shadow,,,2,15,32,5d8 + 10,L E,humanoid,goblinoid,,M,14,16,15,14,15,11,,,,,,,,,,,,5,,5,,4,,,,,,,,,,12,D,40,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""The hobgoblin is a 2nd-level spellcaster. Its spellcasting ability is Intelligence (spell save {@dc 12}, {@hit 4} to hit with spell attacks). It has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell minor illusion}"",""{@spell prestidigitation}"",""{@spell true strike}""]},""1"":{""slots"":3,""spells"":[""{@spell charm person}"",""{@spell disguise self}"",""{@spell expeditious retreat}"",""{@spell silent image}""]}},""type"":""spellcasting""}]",,CW,,"[""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Goblin""]","C,GO",dart,"grassland, forest, hill","MW, RW, THW",VGM,FALSE,,,,,,TRUE,
Howling Hatred Priest,FALSE,FALSE,2,15,45,10d8,N E,humanoid,Human,,M,12,16,10,14,10,14,,,,,,,,,,,,,,5,,,,4,,,,4,,,,10,,30,,,,,,,,,,,TRUE,"[""Hold Breath""]","[{""ability"":""cha"",""headerEntries"":[""The priest is a 5th-level spellcaster. Its spellcasting ability is Charisma (spell save {@dc 12}, {@hit 4} to hit with spell attacks). It knows the following sorcerer spells:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell blade ward}"",""{@spell gust|xge}"",""{@spell light}"",""{@spell prestidigitation}"",""{@spell shocking grasp}""]},""1"":{""slots"":4,""spells"":[""{@spell feather fall}"",""{@spell shield}"",""{@spell witch bolt}""]},""2"":{""slots"":3,""spells"":[""{@spell dust devil|xge}"",""{@spell gust of wind}""]},""3"":{""slots"":2,""spells"":[""{@spell gaseous form}""]}},""type"":""spellcasting""}]","B, L",CS,,"[""dexterity"",""strength""]",TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Auran"",""Common""]","AU,C","dagger, scimitar",,"MLW,MW, RW, THW",PotA,FALSE,,,,,,,
Hurricane,FALSE,FALSE,2,14,33,6d8 + 6,L E,humanoid,Human,,M,12,16,13,10,12,10,,,,,,,,,,,,,,5,,,,,,,,,,,,11,,45,,,,,,,,,,,TRUE,,"[{""ability"":""wis"",""headerEntries"":[""The hurricane is a 3rd-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 11}, {@hit 3} to hit with spell attacks). It knows the following sorcerer spells:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell blade ward}"",""{@spell gust|xge}"",""{@spell light}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell feather fall}"",""{@spell jump}"",""{@spell thunderwave}""]},""2"":{""slots"":2,""spells"":[""{@spell gust of wind}""]}},""type"":""spellcasting""}]",T,CS,,"[""constitution"",""dexterity"",""strength""]",TRUE,"[""Multiattack""]",,TRUE,,B,,,FALSE,,,,FALSE,,,,,"[""Auran"",""Common""]","AU,C",,,MW,PotA,FALSE,,,,,,,
Hybrid Brute,FALSE,,2,18,52,8d8 + 16,N G,humanoid,Simic hybrid,,M,18,11,15,8,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""Common plus any one language""]","C,X",,,MW,GGR,FALSE,,,,,,,
Hybrid Flier,FALSE,,2,13,39,6d8 + 12,N G,humanoid,Simic hybrid,,M,12,16,14,11,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,40,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"A, P",,,FALSE,,,,FALSE,"[""acid""]",,,,"[""Common plus any one language""]","C,X",javelin,,"MLW,MW, RW, THW",GGR,FALSE,,,,,,,
Imelda,TRUE,TRUE,2,13,49,9d8 + 9,C G,humanoid,Human,,M,18,12,12,10,11,10,,,,,,,,,,,,,,,,6,,,,,,,,,,10,,30,,,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,,,MW,NRH-CoI,FALSE,,,,,,,
Inspired,FALSE,FALSE,2,15,40,9d8,L E,humanoid,Human,,M,11,14,10,16,10,16,,5,2,,,,,,2,,,,,,,,7,,,,7,,,,,10,,30,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""daily"":{""1e"":[""{@spell charm person}"",""{@spell dissonant whispers}"",""{@spell hex}"",""{@spell hold person}"",""{@spell mage armor}""]},""headerEntries"":[""The Inspired's spellcasting ability is Intelligence (spell save {@dc 13}). It can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell mage hand}"",""{@spell vicious mockery} (see \""Actions\"" below)""]}]","N,Y","I,P",,"[""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,"O,P,Y","[""wisdom""]",,FALSE,,,,FALSE,"[""psychic""]",,,"[""charmed"",""frightened""]","[""Common"",""Quori""]",C,,,"MLW,MW",ERLW,FALSE,,,,,TRUE,,
Iron Consul,FALSE,FALSE,2,16,45,6d8 + 18,L E,humanoid,Human,,M,17,11,16,12,15,16,,,4,,,,,,,4,,,,,,,,5,,,,,,,,14,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,"[""frightened""]","[""Common""]",C,spear,,"MLW,MW, RW, THW",BGDIA,FALSE,,,,,,,
Jandar Chergoba,TRUE,TRUE,2,13,33,6d8 + 6,L E,humanoid,tiefling,,M,11,14,12,10,13,14,,,,,,,,,,,,,,,,,4,,,,4,2,,,,11,D,30,,,,,,,,,,,TRUE,,"[{""ability"":""cha"",""headerEntries"":[""Jandar's spellcasting ability is Charisma. He can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell thaumaturgy}""]},{""ability"":""wis"",""headerEntries"":[""Jandar is a 4th-level spellcaster. His spellcasting ability is Wisdom. Jandar has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell light}"",""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell command}"",""{@spell inflict wounds}"",""{@spell shield of faith}""]},""2"":{""slots"":3,""spells"":[""{@spell hold person}"",""{@spell spiritual weapon}""]}},""type"":""spellcasting""}]","N,O,R","CC,I","[""paralyzed"",""prone""]","[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,"[""fire""]",,,,"[""Common"",""Infernal""]","C,I",dagger,,"MLW,MW",WDH,FALSE,,,,,,,
